TEST",SUPERVISI,"KONDISI UPDATE GI / KETERANGAN
(Jika ada)",PENYEDIA JASA PASANG,NOMOR JASA PASANG,"TUG 4
No & Tgl","TUG 3
No & Tgl",RENCANA PASANG MTU,REALISASI PASANG MTU,"BERITA 
ACARA",RELOKASI,"RELOKASI
(UPT)","RELOKASI
(GARDU INDUK)","RELOKASI
1832,2025.TJBT.8.002,BEKASI,GITET 500kV CIBATU,Bay Busbar 2,0145.Pj/DAN.01.03/F330000000/2025 tgl 29 Agst'25,PT TWINK INDONESIA,2025,1,Unit,P0,CVT500,,RFQ 003,,NO,,,,3 Hari,,2680071 / PLN0207000099109130260030007,ONSITE,,,,,Juni 2026,Maret 2026,,,Maret 2026,11 Maret 2026,,,,,PT JATMULIA INDONESIA,0002.PJ/DAN.01.03/UPT BEKASI/2025,,,,,,,,,,,,CVT500-RFQ 003,2070991,,,PT TWINK INDONESIA;GITET 500kV CIBATU;CVT500-RFQ 003,256.220.000,5.083.000,,0,261.303.000,290.046.330,,,,,
1833,2025.TJBT.8.002,BEKASI,GITET 500kV CIBATU,Bay Busbar 2,0145.Pj/DAN.01.03/F330000000/2025 tgl 29 Agst'25,PT TWINK INDONESIA,2025,1,Unit,P0,CVT500,,RFQ 003,,NO,,,,3 Hari,,2680072 / PLN0207000099109130260030008,ONSITE,,,,,Juni 2026,Maret 2026,,,Maret 2026,11 Maret 2026,,,,,PT JATMULIA INDONESIA,0002.PJ/DAN.01.03/UPT BEKASI/2025,,,,,,,,,,,,CVT500-RFQ 003,2070991,,,PT TWINK INDONESIA;GITET 500kV CIBATU;CVT500-RFQ 003,256.220.000,5.083.000,,0,261.303.000,290.046.330,,,,,
1834,2025.TJBT.8.002,BANDUNG,GITET 500kV BANDUNG SELATAN,Bay Busbar 1,0145.Pj/DAN.01.03/F330000000/2025 tgl 29 Agst'25,PT TWINK INDONESIA,2025,1,Unit,P0,CVT500,,RFQ 003,,NO,,,,3 Hari,,2680073 / PLN0207000099109130260030009,ONSITE,,,,,Juni 2026,Maret 2026,,,Maret 2026,12 Maret 2026,,,,,PROJECT UIT JBT,,,,April 2026,,,,,,,,,CVT500-RFQ 003,2070991,,,PT TWINK INDONESIA;GITET 500kV BANDUNG SELATAN;CVT500-RFQ 003,256.220.000,5.083.000,,0,261.303.000,290.046.330,,,,,
1835,2025.TJBT.8.002,BANDUNG,GITET 500kV BANDUNG SELATAN,Bay Busbar 1,0145.Pj/DAN.01.03/F330000000/2025 tgl 29 Agst'25,PT TWINK INDONESIA,2025,1,Unit,P0,CVT500,,RFQ 003,,NO,,,,3 Hari,,2680074 / PLN0207000099109130260030010,ONSITE,,,,,Juni 2026,Maret 2026,,,Maret 2026,12 Maret 2026,,,,,PROJECT UIT JBT,,,,April 2026,,,,,,,,,CVT500-RFQ 003,2070991,,,PT TWINK INDONESIA;GITET 500kV BANDUNG SELATAN;CVT500-RFQ 003,256.220.000,5.083.000,,0,261.303.000,290.046.330,,,,,
1836,2025.TJBT.8.002,BANDUNG,GITET 500kV BANDUNG SELATAN,Bay Busbar 1,0145.Pj/DAN.01.03/F330000000/2025 tgl 29 Agst'25,PT TWINK INDONESIA,2025,1,Unit,P0,CVT500,,RFQ 003,,NO,,,,3 Hari,,2680075 / PLN0207000099109130260030011,ONSITE,,,,,Juni 2026,Maret 2026,,,Maret 2026,12 Maret 2026,,,,,PROJECT UIT JBT,,,,April 2026,,,,,,,,,CVT500-RFQ 003,2070991,,,PT TWINK INDONESIA;GITET 500kV BANDUNG SELATAN;CVT500-RFQ 003,256.220.000,5.083.000,,0,261.303.000,290.046.330,,,,,
1837,2025.TJBT.8.002,BANDUNG,GITET 500kV BANDUNG SELATAN,Bay Busbar 1,0145.Pj/DAN.01.03/F330000000/2025 tgl 29 Agst'25,PT TWINK INDONESIA,2025,1,Unit,P0,CVT500,,RFQ 003,,NO,,,,3 Hari,,2680076 / PLN0207000099109130260030012,ONSITE,,,,,Juni 2026,Maret 2026,,,Maret 2026,12 Maret 2026,,,,,PROJECT UIT JBT,,,,April 2026,,,,,,,,,CVT500-RFQ 003,2070991,,,PT TWINK INDONESIA;GITET 500kV BANDUNG SELATAN;CVT500-RFQ 003,256.220.000,5.083.000,,0,261.303.000,290.046.330,,,,,
1838,2025.TJBT.8.002,BEKASI,GITET 500KV MUARATAWAR,7B10 DIAMETER#10 500kV,0145.Pj/DAN.01.03/F330000000/2025 tgl 29 Agst'25,PT TWINK INDONESIA,2025,1,Unit,P0,CT500,,RFQ 001,,NO,,,,3 Hari,,2600103 / PLN0205000507909130260030001,ONSITE,,,,,Juni 2026,Maret 2026,,,Maret 2026,12 Maret 2026,,,,,UIP JBB,,,,Desember 2026,,,,,,,,,CT500-RFQ 001,2055079,,,PT TWINK INDONESIA;GITET 500KV MUARATAWAR;CT500-RFQ 001,453.084.000,7.946.000,,0,461.030.000,511.743.300,,,,,
1839,2025.TJBT.8.002,BEKASI,GITET 500KV MUARATAWAR,7B10 DIAMETER#10 500kV,0145.Pj/DAN.01.03/F330000000/2025 tgl 29 Agst'25,PT TWINK INDONESIA,2025,1,Unit,P0,CT500,,RFQ 001,,NO,,,,3 Hari,,2600104 / PLN0205000507909130260030002,ONSITE,,,,,Juni 2026,Maret 2026,,,Maret 2026,12 Maret 2026,,,,,UIP JBB,,,,Desember 2026,,,,,,,,,CT500-RFQ 001,2055079,,,PT TWINK INDONESIA;GITET 500KV MUARATAWAR;CT500-RFQ 001,453.084.000,7.946.000,,0,461.030.000,511.743.300,,,,,
1840,2025.TJBT.8.002,BEKASI,GITET 500KV MUARATAWAR,7B10 DIAMETER#10 500kV,0145.Pj/DAN.01.03/F330000000/2025 tgl 29 Agst'25,PT TWINK INDONESIA,2025,1,Unit,P0,CT500,,RFQ 001,,NO,,,,3 Hari,,2600105 / PLN0205000507909130260030003,ONSITE,,,,,Juni 2026,Maret 2026,,,Maret 2026,12 Maret 2026,,,,,UIP JBB,,,,Desember 2026,,,,,,,,,CT500-RFQ 001,2055079,,,PT TWINK INDONESIA;GITET 500KV MUARATAWAR;CT500-RFQ 001,453.084.000,7.946.000,,0,461.030.000,511.743.300,,,,,
1841,2025.TJBT.8.002,BEKASI,GITET 500KV MUARATAWAR,7B9 DIAMETER#9 500kV,0145.Pj/DAN.01.03/F330000000/2025 tgl 29 Agst'25,PT TWINK INDONESIA,2025,1,Unit,P0,CT500,,RFQ 001,,NO,,,,3 Hari,,2600106 / PLN0205000507909130260030004,ONSITE,,,,,Juni 2026,Maret 2026,,,Maret 2026,12 Maret 2026,,,,,UIP JBB,,,,Desember 2026,,,,,,,,,CT500-RFQ 001,2055079,,,PT TWINK INDONESIA;GITET 500KV MUARATAWAR;CT500-RFQ 001,453.084.000,7.946.000,,0,461.030.000,511.743.300,,,,,
1842,2025.TJBT.8.002,BEKASI,GITET 500KV MUARATAWAR,7B9 DIAMETER#9 500kV,0145.Pj/DAN.01.03/F330000000/2025 tgl 29 Agst'25,PT TWINK INDONESIA,2025,1,Unit,P0,CT500,,RFQ 001,,NO,,,,3 Hari,,2600107 / PLN0205000507909130260030005,ONSITE,,,,,Juni 2026,Maret 2026,,,Maret 2026,12 Maret 2026,,,,,UIP JBB,,,,Desember 2026,,,,,,,,,CT500-RFQ 001,2055079,,,PT TWINK INDONESIA;GITET 500KV MUARATAWAR;CT500-RFQ 001,453.084.000,7.946.000,,0,461.030.000,511.743.300,,,,,
1843,2025.TJBT.8.002,BEKASI,GITET 500KV MUARATAWAR,7B9 DIAMETER#9 500kV,0145.Pj/DAN.01.03/F330000000/2025 tgl 29 Agst'25,PT TWINK INDONESIA,2025,1,Unit,P0,CT500,,RFQ 001,,NO,,,,3 Hari,,2600108 / PLN0205000507909130260030006,ONSITE,,,,,Juni 2026,Maret 2026,,,Maret 2026,12 Maret 2026,,,,,UIP JBB,,,,Desember 2026,,,,,,,,,CT500-RFQ 001,2055079,,,PT TWINK INDONESIA;GITET 500KV MUARATAWAR;CT500-RFQ 001,453.084.000,7.946.000,,0,461.030.000,511.743.300,,,,,
1844,2025.TJBT.8.002,BEKASI,GITET 500KV MUARATAWAR,7AB10 DIAMETER#10 500kV,0136.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Set,P0,CB500,,RFQ 001,YES,YES,,RST,,7 Hari,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,PT JATMULIA INDONESIA,0002.PJ/DAN.01.03/UPT BEKASI/2025,,,,,,,,,,,,CB500-RFQ 001,2010627,,,PT UNELEC INDONESIA;GITET 500KV MUARATAWAR;CB500-RFQ 001,2.569.060.000,21.288.000,,7365000,2.597.713.000,2.883.461.430,,,,,
1845,2025.TJBT.8.002,BEKASI,GITET 500KV MUARATAWAR,7AB3 DIAMETER#3 500kV,0136.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Set,P0,CB500,,RFQ 001,YES,YES,,RST,,7 Hari,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,PT JATMULIA INDONESIA,0002.PJ/DAN.01.03/UPT BEKASI/2025,,,,,,,,,,,,CB500-RFQ 001,2010627,,,PT UNELEC INDONESIA;GITET 500KV MUARATAWAR;CB500-RFQ 001,2.569.060.000,21.288.000,,7365000,2.597.713.000,2.883.461.430,,,,,
1846,2025.TJBT.8.002,BEKASI,GITET 500KV MUARATAWAR,7A13 DIAMETER#13 500kV,0136.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Set,P0,CB500,,RFQ 001,YES,YES,,RST,,7 Hari,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,PT JATMULIA INDONESIA,0002.PJ/DAN.01.03/UPT BEKASI/2025,,,,,,,,,,,,CB500-RFQ 001,2010627,,,PT UNELEC INDONESIA;GITET 500KV MUARATAWAR;CB500-RFQ 001,2.569.060.000,21.288.000,,7365000,2.597.713.000,2.883.461.430,,,,,
1847,2025.TJBT.8.002,BEKASI,GITET 500KV MUARATAWAR,7A7 DIAMETER#7 500kV,0136.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Set,P0,CB500,,RFQ 001,YES,YES,,RST,,7 Hari,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,PT JATMULIA INDONESIA,0002.PJ/DAN.01.03/UPT BEKASI/2025,,,,,,,,,,,,CB500-RFQ 001,2010627,,,PT UNELEC INDONESIA;GITET 500KV MUARATAWAR;CB500-RFQ 001,2.569.060.000,21.288.000,,7365000,2.597.713.000,2.883.461.430,,,,,
1848,2025.TJBT.8.002,CIREBON,GITET 500KV MANDIRANCAN,7AB4 DIAMETER#4 500kV,0136.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Set,P0,CB500,,RFQ 001,YES,YES,,RST,,7 Hari,,,MASA PRODUKSI,,,,,Maret 2026,,,,,,,,,,PT. SURYA PRIMA ELTRINDO,0018.Pj/DAN.01.03/F33030000/2025,,,Desember 2026,,,,,,,,,CB500-RFQ 001,2010627,,,PT UNELEC INDONESIA;GITET 500KV MANDIRANCAN;CB500-RFQ 001,2.569.060.000,21.288.000,,7365000,2.597.713.000,2.883.461.430,,,,,
1849,2025.TJBT.8.002,CIREBON,GITET 500KV MANDIRANCAN,7B2 DIAMETER#2 500kV,0136.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Set,P0,CB500,,RFQ 001,YES,YES,,RST,,7 Hari,,,MASA PRODUKSI,,,,,Maret 2026,,,,,,,,,,PT. SURYA PRIMA ELTRINDO,0018.Pj/DAN.01.03/F33030000/2025,,,Juli 2026,,,,,,,,,CB500-RFQ 001,2010627,,,PT UNELEC INDONESIA;GITET 500KV MANDIRANCAN;CB500-RFQ 001,2.569.060.000,21.288.000,,7365000,2.597.713.000,2.883.461.430,,,,,
1850,2025.TJBT.8.002,CIREBON,GI 150KV BANJAR,KOPEL BUS 1,0137.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Unit,BUS PROTECTION,CT150,,RFQ 027,,NO,,,,,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,PT ENINDO ORBITAMA,,,,,,,,,,,,,CT150-RFQ 027,2054663,,,PT UNELEC INDONESIA;GI 150KV BANJAR;CT150-RFQ 027,168.616.000,3.398.000,,0,172.014.000,190.935.540,,,,,
1851,2025.TJBT.8.002,CIREBON,GI 150KV BANJAR,KOPEL BUS 1,0137.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Unit,BUS PROTECTION,CT150,,RFQ 027,,NO,,,,,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,PT ENINDO ORBITAMA,,,,,,,,,,,,,CT150-RFQ 027,2054663,,,PT UNELEC INDONESIA;GI 150KV BANJAR;CT150-RFQ 027,168.616.000,3.398.000,,0,172.014.000,190.935.540,,,,,
1852,2025.TJBT.8.002,CIREBON,GI 150KV BANJAR,KOPEL BUS 1,0137.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Unit,BUS PROTECTION,CT150,,RFQ 027,,NO,,,,,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,PT ENINDO ORBITAMA,,,,,,,,,,,,,CT150-RFQ 027,2054663,,,PT UNELEC INDONESIA;GI 150KV BANJAR;CT150-RFQ 027,168.616.000,3.398.000,,0,172.014.000,190.935.540,,,,,
1853,2025.TJBT.8.002,CIREBON,GI 150KV BANJAR,CIAMIS 1,0137.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Unit,BUS PROTECTION,CT150,,RFQ 011,,NO,,,,,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,PT ENINDO ORBITAMA,,,,,,,,,,,,,CT150-RFQ 011,2054646,,,PT UNELEC INDONESIA;GI 150KV BANJAR;CT150-RFQ 011,154.072.000,3.398.000,,0,157.470.000,174.791.700,,,,,
1854,2025.TJBT.8.002,CIREBON,GI 150KV BANJAR,CIAMIS 1,0137.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Unit,BUS PROTECTION,CT150,,RFQ 011,,NO,,,,,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,PT ENINDO ORBITAMA,,,,,,,,,,,,,CT150-RFQ 011,2054646,,,PT UNELEC INDONESIA;GI 150KV BANJAR;CT150-RFQ 011,154.072.000,3.398.000,,0,157.470.000,174.791.700,,,,,
1855,2025.TJBT.8.002,CIREBON,GI 150KV BANJAR,CIAMIS 1,0137.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Unit,BUS PROTECTION,CT150,,RFQ 011,,NO,,,,,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,PT ENINDO ORBITAMA,,,,,,,,,,,,,CT150-RFQ 011,2054646,,,PT UNELEC INDONESIA;GI 150KV BANJAR;CT150-RFQ 011,154.072.000,3.398.000,,0,157.470.000,174.791.700,,,,,
1856,2025.TJBT.8.002,CIREBON,GI 150KV BANJAR,CIAMIS 2,0137.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Unit,BUS PROTECTION,CT150,,RFQ 011,,NO,,,,,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,PT ENINDO ORBITAMA,,,,,,,,,,,,,CT150-RFQ 011,2054646,,,PT UNELEC INDONESIA;GI 150KV BANJAR;CT150-RFQ 011,154.072.000,3.398.000,,0,157.470.000,174.791.700,,,,,
1857,2025.TJBT.8.002,CIREBON,GI 150KV BANJAR,CIAMIS 2,0137.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Unit,BUS PROTECTION,CT150,,RFQ 011,,NO,,,,,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,PT ENINDO ORBITAMA,,,,,,,,,,,,,CT150-RFQ 011,2054646,,,PT UNELEC INDONESIA;GI 150KV BANJAR;CT150-RFQ 011,154.072.000,3.398.000,,0,157.470.000,174.791.700,,,,,
1858,2025.TJBT.8.002,CIREBON,GI 150KV BANJAR,CIAMIS 2,0137.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Unit,BUS PROTECTION,CT150,,RFQ 011,,NO,,,,,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,PT ENINDO ORBITAMA,,,,,,,,,,,,,CT150-RFQ 011,2054646,,,PT UNELEC INDONESIA;GI 150KV BANJAR;CT150-RFQ 011,154.072.000,3.398.000,,0,157.470.000,174.791.700,,,,,
1859,2025.TJBT.8.002,CIREBON,GITET 500KV TASIKMALAYA,Bay Busbar 1,0137.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Unit,P0,CVT500,,RFQ 003,,NO,,,,,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,buspro kontrak induk,,,,,,,,,,,,,CVT500-RFQ 003,2070991,,,PT UNELEC INDONESIA;GITET 500KV TASIKMALAYA;CVT500-RFQ 003,256.220.000,5.083.000,,0,261.303.000,290.046.330,,,,,
1860,2025.TJBT.8.002,CIREBON,GITET 500KV TASIKMALAYA,Bay Busbar 1,0137.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Unit,P0,CVT500,,RFQ 003,,NO,,,,,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,buspro kontrak induk,,,,,,,,,,,,,CVT500-RFQ 003,2070991,,,PT UNELEC INDONESIA;GITET 500KV TASIKMALAYA;CVT500-RFQ 003,256.220.000,5.083.000,,0,261.303.000,290.046.330,,,,,
1861,2025.TJBT.8.002,CIREBON,GITET 500KV TASIKMALAYA,Bay Busbar 1,0137.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Unit,P0,CVT500,,RFQ 003,,NO,,,,,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,buspro kontrak induk,,,,,,,,,,,,,CVT500-RFQ 003,2070991,,,PT UNELEC INDONESIA;GITET 500KV TASIKMALAYA;CVT500-RFQ 003,256.220.000,5.083.000,,0,261.303.000,290.046.330,,,,,
1862,2025.TJBT.8.002,CIREBON,GITET 500KV TASIKMALAYA,Bay Busbar 1,0137.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Unit,P0,CVT500,,RFQ 003,,NO,,,,,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,buspro kontrak induk,,,,,,,,,,,,,CVT500-RFQ 003,2070991,,,PT UNELEC INDONESIA;GITET 500KV TASIKMALAYA;CVT500-RFQ 003,256.220.000,5.083.000,,0,261.303.000,290.046.330,,,,,
1863,2025.TJBT.10.001,SALATIGA,GI 150KV SOLO BARU,BUSBAR A,0137.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Unit,BUS PROTECTION,CVT150,,RFQ 002,,NO,,,,,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,PT TRIDASA JAYA,,,,,,,,,,,,,CVT150-RFQ 002,2070968,,,PT UNELEC INDONESIA;GI 150KV SOLO BARU;CVT150-RFQ 002,117.483.000,3.398.000,,0,120.881.000,134.177.910,,,,,
1864,2025.TJBT.10.001,SALATIGA,GI 150KV SOLO BARU,BUSBAR A,0137.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Unit,BUS PROTECTION,CVT150,,RFQ 002,,NO,,,,,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,PT TRIDASA JAYA,,,,,,,,,,,,,CVT150-RFQ 002,2070968,,,PT UNELEC INDONESIA;GI 150KV SOLO BARU;CVT150-RFQ 002,117.483.000,3.398.000,,0,120.881.000,134.177.910,,,,,
1865,2025.TJBT.10.001,SALATIGA,GI 150KV SOLO BARU,BUSBAR B,0137.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Unit,BUS PROTECTION,CVT150,,RFQ 002,,NO,,,,,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,PT TRIDASA JAYA,,,,,,,,,,,,,CVT150-RFQ 002,2070968,,,PT UNELEC INDONESIA;GI 150KV SOLO BARU;CVT150-RFQ 002,117.483.000,3.398.000,,0,120.881.000,134.177.910,,,,,
1866,2025.TJBT.10.001,SALATIGA,GI 150KV SOLO BARU,BUSBAR B,0137.Pj/DAN.01.03/F33000000/2025 tgl 29 Agst'25,PT UNELEC INDONESIA,2025,1,Unit,BUS PROTECTION,CVT150,,RFQ 002,,NO,,,,,,,MASA PRODUKSI,,,,,Juni 2026,,,,,,,,,,PT TRIDASA JAYA,,,,,,,,,,,,,CVT150-RFQ 002,2070968,,,PT UNELEC INDONESIA;GI 150KV SOLO BARU;CVT150-RFQ 002,117.483.000,3.398.000,,0,120.881.000,134.177.910,,,,,
1867,2025.TJBT.16.001,BEKASI,GI 150KV TAMAN MEKAR,BAY TRAFO (EXTENSION) TRF 3,0188.Pj/DAN.01.03/F33000000/2025 tgl 30 Sep'25,PT UNELEC INDONESIA,2025,1,Unit,EXTENSION TRAFO,CT150,,RFQ 005,,NO,,,,,,,,,,,,Juni 2026,,,,,,,,,,PT PERMATA JAYA TEKNIK,,,,,,,,,,,,,CT150-RFQ 005,2052850,,,PT UNELEC INDONESIA;GI 150KV TAMAN MEKAR;CT150-RFQ 005,#N/A,#N/A,,0,#N/A,#N/A,,,,,
1868,2025.TJBT.16.001,BEKASI,GI 150KV TAMAN MEKAR,BAY TRAFO (EXTENSION) TRF 3,0188.Pj/DAN.01.03/F33000000/2025 tgl 30 Sep'25,PT UNELEC INDONESIA,2025,1,Unit,EXTENSION TRAFO,CT150,,RFQ 005,,NO,,,,,,,,,,,,Juni 2026,,,,,,,,,,PT PERMATA JAYA TEKNIK,,,,,,,,,,,,,CT150-RFQ 005,2052850,,,PT UNELEC INDONESIA;GI 150KV TAMAN MEKAR;CT150-RFQ 005,#N/A,#N/A,,0,#N/A,#N/A,,,,,
1869,2025.TJBT.16.001,BEKASI,GI 150KV TAMAN MEKAR,BAY TRAFO (EXTENSION) TRF 3,0188.Pj/DAN.01.03/F33000000/2025 tgl 30 Sep'25,PT UNELEC INDONESIA,2025,1,Unit,EXTENSION TRAFO,CT150,,RFQ 005,,NO,,,,,,,,,,,,Juni 2026,,,,,,,,,,PT PERMATA JAYA TEKNIK,,,,,,,,,,,,,CT150-RFQ 005,2052850,,,PT UNELEC INDONESIA;GI 150KV TAMAN MEKAR;CT150-RFQ 005,#N/A,#N/A,,0,#N/A,#N/A,,,,,
1870,2025.TJBT.17.001,BEKASI,GI 150KV MARGAKARYA,BAY TRAFO (EXTENSION) TRF 3,0188.Pj/DAN.01.03/F33000000/2025 tgl 30 Sep'25,PT UNELEC INDONESIA,2025,1,Unit,EXTENSION TRAFO,CT150,,RFQ 005,,NO,,,,,,,,,,,,Juni 2026,,,,,,,,,,PT GRIDTECH INDONESIA,,,,,,,,,,,,,CT150-RFQ 005,2052850,,,PT UNELEC INDONESIA;GI 150KV MARGAKARYA;CT150-RFQ 005,#N/A,#N/A,,0,#N/A,#N/A,,,,,
1871,2025.TJBT.17.001,BEKASI,GI 150KV MARGAKARYA,BAY TRAFO (EXTENSION) TRF 3,0188.Pj/DAN.01.03/F33000000/2025 tgl 30 Sep'25,PT UNELEC INDONESIA,2025,1,Unit,EXTENSION TRAFO,CT150,,RFQ 005,,NO,,,,,,,,,,,,Juni 2026,,,,,,,,,,PT GRIDTECH INDONESIA,,,,,,,,,,,,,CT150-RFQ 005,2052850,,,PT UNELEC INDONESIA;GI 150KV MARGAKARYA;CT150-RFQ 005,#N/A,#N/A,,0,#N/A,#N/A,,,,,
1872,2025.TJBT.17.001,BEKASI,GI 150KV MARGAKARYA,BAY TRAFO (EXTENSION) TRF 3,0188.Pj/DAN.01.03/F33000000/2025 tgl 30 Sep'25,PT UNELEC INDONESIA,2025,1,Unit,EXTENSION TRAFO,CT150,,RFQ 005,,NO,,,,,,,,,,,,Juni 2026,,,,,,,,,,PT GRIDTECH INDONESIA,,,,,,,,,,,,,CT150-RFQ 005,2052850,,,PT UNELEC INDONESIA;GI 150KV MARGAKARYA;CT150-RFQ 005,#N/A,#N/A,,0,#N/A,#N/A,,,,,
1873,2025.TJBT.8.007,KARAWANG,GITET 500KV CIRATA,7B4 DIAMETER#4 500kV,0087.Pj/DAN.01.03/F33000000/2025 tgl 10 Juni'25,PT HITACHI SAKTI ENERGY INDONESIA,2025,1,Unit,P0,CT500,,RFQ 001,,,,S.2,,3 hari,,2GGSE1022200,ONSITE,,,,,Maret 2026,April 2026,,,,,,,,,PT. ARCA ENERGI,016.PJ/DAN.01.03/UPT.KRWG/2024,"036.TUG-4/LOG-UPT.KRWG/IV/2026, 29/04/26","036.TUG-3/LOG-UPT.KRWG/IV/2026, 29/04/26",,,,RELOKASI,,GITET 500KV CIRATA,7B5.1,T,,CT500-RFQ 001,2055079,,,PT HITACHI SAKTI ENERGY INDONESIA;GITET 500KV CIRATA;CT500-RFQ 001,453.084.000,7.946.000,,0,461.030.000,511.743.300,DO202600011485,,,,
1874,2025.TJBT.8.007,KARAWANG,GITET 500KV CIRATA,7B5 DIAMETER#5 500kV,0087.Pj/DAN.01.03/F33000000/2025 tgl 10 Juni'25,PT HITACHI SAKTI ENERGY INDONESIA,2025,1,Unit,P0,CT500,,RFQ 001,,,,S.2,,3 hari,,2GGSE1022198,ONSITE,,,,,Maret 2026,April 2026,,,,,,,,,PT. ARCA ENERGI,016.PJ/DAN.01.03/UPT.KRWG/2024,"036.TUG-4/LOG-UPT.KRWG/IV/2026, 29/04/26","036.TUG-3/LOG-UPT.KRWG/IV/2026, 29/04/26",,,,,,,,,,CT500-RFQ 001,2055079,,,PT HITACHI SAKTI ENERGY INDONESIA;GITET 500KV CIRATA;CT500-RFQ 001,453.084.000,7.946.000,,0,461.030.000,511.743.300,DO202600011485,,,,
1875,2025.TJBT.16.001,BEKASI,GI 150KV TAMAN MEKAR,BAY TRAFO (EXTENSION) TRF 3,0186.Pj/DAN.01.03/F33000000/2025 tgl 30 Sep'25,PT UNELEC INDONESIA,2025,1,Set,EXTENSION TRAFO,CB150,,RFQ 007,YES,YES,,,,,,553451 0020 001,ONSITE,,,,,Juni 2026,Mei 2026,,,,,,,,,PT PERMATA JAYA TEKNIK,,,,,,,,,,,,,CB150-RFQ 007,2010016,,,PT UNELEC INDONESIA;GI 150KV TAMAN MEKAR;CB150-RFQ 007,404.559.000,7.239.000,,7365000,419.163.000,465.270.930,,,,,
1876,2025.TJBT.16.001,BEKASI,GI 150KV TAMAN MEKAR,BAY TRAFO (EXTENSION) TRF 3,0186.Pj/DAN.01.03/F33000000/2025 tgl 30 Sep'25,PT UNELEC INDONESIA,2025,1,Set,EXTENSION TRAFO,DS150,,RFQ 005,,YES,PARALEL,,,,,A553451 0010 005,ONSITE,,,,,Juni 2026,Mei 2026,,,,,,,,,PT PERMATA JAYA TEKNIK,,,,,,,,,,,,,DS150-RFQ 005,2030005,,,PT UNELEC INDONESIA;GI 150KV TAMAN MEKAR;DS150-RFQ 005,166.460.000,7.977.000,,0,174.437.000,193.625.070,,,,,
