NO,UPT,X,GARDU INDUK,JADWAL RENCANA,REALISASI,STATUS,JENIS ANOMALI,Status FIX,,,,
384,UPT SALATIGA,UPT SALATIGA,GI 150KV BANTUL,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
385,UPT SALATIGA,UPT SALATIGA,GI 150KV BAWEN,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
386,UPT SALATIGA,UPT SALATIGA,GI 150KV BOYOLALI,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
387,UPT SALATIGA,UPT SALATIGA,GI 150KV GODEAN,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
388,UPT SALATIGA,UPT SALATIGA,GI 150KV GONDANGREJO,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
389,UPT SALATIGA,UPT SALATIGA,GI 150KV JAJAR,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
390,UPT SALATIGA,UPT SALATIGA,GI 150KV KENTUNGAN,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
391,UPT SALATIGA,UPT SALATIGA,GI 150KV KLATEN,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
392,UPT SALATIGA,UPT SALATIGA,GI 150KV MASARAN,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
393,UPT SALATIGA,UPT SALATIGA,GI 150KV MOJOSONGO,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
394,UPT SALATIGA,UPT SALATIGA,GI 150KV PALUR,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
395,UPT SALATIGA,UPT SALATIGA,GI 150KV PEDAN,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
396,UPT SALATIGA,UPT SALATIGA,GI 150KV SANGGRAHAN,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
397,UPT SALATIGA,UPT SALATIGA,GI 150KV SECANG,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
398,UPT SALATIGA,UPT SALATIGA,GI 150KV SOLOBARU,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
399,UPT SALATIGA,UPT SALATIGA,GI 150KV SRAGEN,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
400,UPT SALATIGA,UPT SALATIGA,GI 150KV WONOSARI,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
401,UPT SALATIGA,UPT SALATIGA,GITET 500KV BOYOLALI,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
402,UPT SALATIGA,UPT SALATIGA,GITET 500KV PEDAN,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
403,UPT SEMARANG,UPT SEMARANG,GI 150KV BLORA,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
404,UPT SEMARANG,UPT SEMARANG,GI 150KV CEPU,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
405,UPT SEMARANG,UPT SEMARANG,GI 150KV JEKULO,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
406,UPT SEMARANG,UPT SEMARANG,GI 150KV KUDUS,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
407,UPT SEMARANG,UPT SEMARANG,GI 150KV PATI,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
408,UPT SEMARANG,UPT SEMARANG,GI 150KV PLTU REMBANG (SLUKE),,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
409,UPT SEMARANG,UPT SEMARANG,GI 150KV SEMEN INDONESIA,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
410,UPT SEMARANG,UPT SEMARANG,GI 150KV UNGARAN,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
411,UPT SEMARANG,UPT SEMARANG,GIS 150KV PUDAKPAYUNG,2/28/2026,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
412,UPT SEMARANG,UPT SEMARANG,GITET 500KV UNGARAN,2/28/2026,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
413,UPT PURWOKERTO,PURWOKERTO,GI 150 kV WONOSOBO,,4/1/2026,Close,TS - FYI,Close,,,,
414,UPT PURWOKERTO,PURWOKERTO,GI 150KV BANYUPUTIH,,5/30/2026,Close,TS - FYI,Close,,,,
415,UPT PURWOKERTO,PURWOKERTO,GI 150KV BANYUPUTIH,,6/30/2026,Close,TS - FYI,Close,,,,
416,UPT PURWOKERTO,PURWOKERTO,GI 150KV BANYUPUTIH,,5/30/2026,Close,TS - FYI,Close,,,,
417,UPT PURWOKERTO,PURWOKERTO,GI 150KV BANYUPUTIH,,5/30/2026,Close,TS - FYI,Close,,,,
418,UPT PURWOKERTO,PURWOKERTO,GI 150KV BANYUPUTIH,,6/30/2026,Close,TS - FYI,Close,,,,
419,UPT SALATIGA,SALATIGA,GI 150KV PURWOREJO,,4/30/2026,Open,TS - FYI,Open,,,,
420,UPT CIREBON,CIREBON,GI 150kV  JATIBARANG,,4/28/2026,Close,TS - FYI,Close,,,,
421,UPT CIREBON,CIREBON,GI 150kV  CIKEDUNG,,4/29/2026,Close,TS - FYI,Close,,,,
422,UPT BANDUNG,BANDUNG,GI 150kV  CIBABAT,,3/30/2026,Close,TS - FYI,Close,,,,
423,UPT BANDUNG,BANDUNG,GI 150kV  CIBABAT,,6/30/2026,Close,TS - FYI,Close,,,,
424,UPT BEKASI,BEKASI,GITET 500kV MUARA TAWAR,,4/25/2026,Close,TS - FYI,Close,,,,
425,UPT BEKASI,BEKASI,GITET 500kV MUARA TAWAR,,4/30/2026,Close,TS - FYI,Close,,,,
426,UPT BEKASI,BEKASI,GI 150kV MUARA TAWAR,,4/30/2026,Close,TS - FYI,Close,,,,
427,UPT BEKASI,BEKASI,GI 150kV MUARA TAWAR,,4/30/2026,Close,TS - FYI,Close,,,,
428,UPT BANDUNG,UPT BANDUNG,GI 150KV BANDUNG SELATAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
429,UPT BANDUNG,UPT BANDUNG,GI 150KV BANDUNG SELATAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
430,UPT BANDUNG,UPT BANDUNG,GI 150KV BANDUNG SELATAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
431,UPT BANDUNG,UPT BANDUNG,GI 150KV NEW RANCAKASUMBA,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
432,UPT BANDUNG,UPT BANDUNG,GI 150KV NEW RANCAKASUMBA,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
433,UPT BANDUNG,UPT BANDUNG,GI 150KV NEW RANCAKASUMBA,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
434,UPT BANDUNG,UPT BANDUNG,GI 150KV BANDUNG SELATAN,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
435,UPT BANDUNG,UPT BANDUNG,GI 150KV BANDUNG SELATAN,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
436,UPT BANDUNG,UPT BANDUNG,GI 150KV BANDUNG SELATAN,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
437,UPT BANDUNG,UPT BANDUNG,GI 150KV NEW RANCAKASUMBA,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
438,UPT BANDUNG,UPT BANDUNG,GI 150KV NEW RANCAKASUMBA,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
439,UPT BANDUNG,UPT BANDUNG,GI 150KV NEW RANCAKASUMBA,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
440,UPT BEKASI,UPT BEKASI,GI 150KV CIBATU,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
441,UPT BEKASI,UPT BEKASI,GI 150KV CIBATU,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
442,UPT BEKASI,UPT BEKASI,GI 150KV CIBATU,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
443,UPT BEKASI,UPT BEKASI,GI 150KV CIBATU,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
444,UPT BEKASI,UPT BEKASI,GI 150KV CIBATU,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
445,UPT BEKASI,UPT BEKASI,GI 150KV CIBATU,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
446,UPT BEKASI,UPT BEKASI,GI 150KV CIBATU,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
447,UPT BEKASI,UPT BEKASI,GI 150KV CIBATU,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
448,UPT BEKASI,UPT BEKASI,GI 150KV CIBATU,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
449,UPT BEKASI,UPT BEKASI,GI 150KV CIBATU,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
450,UPT BEKASI,UPT BEKASI,GI 150KV CIBATU,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
451,UPT BEKASI,UPT BEKASI,GI 150KV CIBATU,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
452,UPT BEKASI,UPT BEKASI,GIS 150KV NEW TAMBUN,7/5/2026,7/5/2026,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
453,UPT BEKASI,UPT BEKASI,GIS 150KV NEW TAMBUN,7/5/2026,7/5/2026,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
454,UPT BEKASI,UPT BEKASI,GIS 150KV NEW TAMBUN,7/5/2026,7/5/2026,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
455,UPT BEKASI,UPT BEKASI,GIS 150KV NEW TAMBUN,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
456,UPT BEKASI,UPT BEKASI,GIS 150KV NEW TAMBUN,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
457,UPT BEKASI,UPT BEKASI,GIS 150KV NEW TAMBUN,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
458,UPT BOGOR,UPT BOGOR,GITET 500KV CIBINONG,4/26/2026,4/26/2026,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
459,UPT BOGOR,UPT BOGOR,GITET 500KV CIBINONG,4/26/2026,4/26/2026,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
460,UPT BOGOR,UPT BOGOR,GITET 500KV CIBINONG,4/26/2026,4/26/2026,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
461,UPT BOGOR,UPT BOGOR,GITET 500KV CIBINONG,8/28/2026,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
462,UPT BOGOR,UPT BOGOR,GITET 500KV CIBINONG,8/28/2026,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
463,UPT BOGOR,UPT BOGOR,GITET 500KV CIBINONG,8/28/2026,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
464,UPT BOGOR,UPT BOGOR,GITET 500KV CIBINONG,7/25/2026,7/25/2026,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
465,UPT BOGOR,UPT BOGOR,GITET 500KV CIBINONG,7/25/2026,7/25/2026,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
466,UPT BOGOR,UPT BOGOR,GITET 500KV CIBINONG,7/25/2026,7/25/2026,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
467,UPT CIREBON,UPT CIREBON,GI 150KV MANDIRANCAN,1/11/2026,1/11/2026,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
468,UPT CIREBON,UPT CIREBON,GI 150KV MANDIRANCAN,1/11/2026,1/11/2026,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
469,UPT CIREBON,UPT CIREBON,GI 150KV MANDIRANCAN,1/11/2026,1/11/2026,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
470,UPT CIREBON,UPT CIREBON,GI 150KV MANDIRANCAN,12/12/2026,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
471,UPT CIREBON,UPT CIREBON,GI 150KV MANDIRANCAN,12/12/2026,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
472,UPT CIREBON,UPT CIREBON,GI 150KV MANDIRANCAN,12/12/2026,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
473,UPT CIREBON,UPT CIREBON,GI 150KV TASIKMALAYA BARU,12/12/2026,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
474,UPT CIREBON,UPT CIREBON,GI 150KV TASIKMALAYA BARU,12/12/2026,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
475,UPT CIREBON,UPT CIREBON,GI 150KV TASIKMALAYA BARU,12/12/2026,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
476,UPT CIREBON,UPT CIREBON,GI 150KV TASIKMALAYA BARU,12/12/2026,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
477,UPT CIREBON,UPT CIREBON,GI 150KV TASIKMALAYA BARU,12/12/2026,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
478,UPT CIREBON,UPT CIREBON,GI 150KV TASIKMALAYA BARU,12/12/2026,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
479,UPT KARAWANG,UPT KARAWANG,GIS 150kV SUKATANI,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
480,UPT KARAWANG,UPT KARAWANG,GIS 150kV SUKATANI,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
481,UPT KARAWANG,UPT KARAWANG,GIS 150kV SUKATANI,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
482,UPT KARAWANG,UPT KARAWANG,GIS 150kV SUKATANI,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
483,UPT KARAWANG,UPT KARAWANG,GIS 150kV SUKATANI,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
484,UPT KARAWANG,UPT KARAWANG,GIS 150kV SUKATANI,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
485,UPT KARAWANG,UPT KARAWANG,GI 150kV CIRATA BARU,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
486,UPT KARAWANG,UPT KARAWANG,GI 150kV CIRATA BARU,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
487,UPT KARAWANG,UPT KARAWANG,GI 150kV CIRATA BARU,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
488,UPT KARAWANG,UPT KARAWANG,GI 150kV CIRATA BARU,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
489,UPT KARAWANG,UPT KARAWANG,GI 150kV CIRATA BARU,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
490,UPT KARAWANG,UPT KARAWANG,GI 150kV CIRATA BARU,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
491,UPT KARAWANG,UPT KARAWANG,GI 150kV CIRATA BARU,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
492,UPT KARAWANG,UPT KARAWANG,GI 150kV CIRATA BARU,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
493,UPT KARAWANG,UPT KARAWANG,GI 150kV CIRATA BARU,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
494,UPT KARAWANG,UPT KARAWANG,GI 150kV DELTAMAS,7/31/2026,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
495,UPT KARAWANG,UPT KARAWANG,GI 150kV DELTAMAS,7/31/2026,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
496,UPT KARAWANG,UPT KARAWANG,GI 150kV DELTAMAS,7/31/2026,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
497,UPT KARAWANG,UPT KARAWANG,GI 150kV DELTAMAS,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
498,UPT KARAWANG,UPT KARAWANG,GI 150kV DELTAMAS,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
499,UPT KARAWANG,UPT KARAWANG,GI 150kV DELTAMAS,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
500,UPT KARAWANG,UPT KARAWANG,GI 150kV DELTAMAS,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
501,UPT KARAWANG,UPT KARAWANG,GI 150kV DELTAMAS,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
502,UPT KARAWANG,UPT KARAWANG,GI 150kV DELTAMAS,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
503,UPT KARAWANG,UPT KARAWANG,GI 150kV DELTAMAS,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
504,UPT KARAWANG,UPT KARAWANG,GI 150kV DELTAMAS,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
505,UPT KARAWANG,UPT KARAWANG,GI 150kV DELTAMAS,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
506,UPT SALATIGA,UPT SALATIGA,GITET 500KV BOYOLALI,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
507,UPT SALATIGA,UPT SALATIGA,GITET 500KV BOYOLALI,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
508,UPT SALATIGA,UPT SALATIGA,GITET 500KV BOYOLALI,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
509,UPT SALATIGA,UPT SALATIGA,GITET 500KV BOYOLALI,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
510,UPT SALATIGA,UPT SALATIGA,GITET 500KV BOYOLALI,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
511,UPT SALATIGA,UPT SALATIGA,GITET 500KV BOYOLALI,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
512,UPT SALATIGA,UPT SALATIGA,GITET 500KV PEDAN,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
513,UPT SALATIGA,UPT SALATIGA,GITET 500KV PEDAN,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
514,UPT SALATIGA,UPT SALATIGA,GITET 500KV PEDAN,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
515,UPT SALATIGA,UPT SALATIGA,GITET 500KV PEDAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
516,UPT SALATIGA,UPT SALATIGA,GITET 500KV PEDAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
517,UPT SALATIGA,UPT SALATIGA,GITET 500KV PEDAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
518,UPT SALATIGA,UPT SALATIGA,GITET 500KV PEDAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
519,UPT SALATIGA,UPT SALATIGA,GITET 500KV PEDAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
520,UPT SALATIGA,UPT SALATIGA,GITET 500KV PEDAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
521,UPT SALATIGA,UPT SALATIGA,GITET 500KV PEDAN,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
522,UPT SALATIGA,UPT SALATIGA,GITET 500KV PEDAN,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
523,UPT SALATIGA,UPT SALATIGA,GITET 500KV PEDAN,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
524,UPT PURWOKERTO,UPT PURWOKERTO,GI 150KV BATANG NEW,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
525,UPT PURWOKERTO,UPT PURWOKERTO,GI 150KV BATANG NEW,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
526,UPT PURWOKERTO,UPT PURWOKERTO,GI 150KV BATANG NEW,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
527,UPT PURWOKERTO,UPT PURWOKERTO,GI 150KV BATANG NEW,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
528,UPT PURWOKERTO,UPT PURWOKERTO,GI 150KV BATANG NEW,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
529,UPT PURWOKERTO,UPT PURWOKERTO,GI 150KV BATANG NEW,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
530,UPT PURWOKERTO,UPT PURWOKERTO,GI 150KV KESUGIHAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
531,UPT PURWOKERTO,UPT PURWOKERTO,GI 150KV KESUGIHAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
532,UPT PURWOKERTO,UPT PURWOKERTO,GI 150KV KESUGIHAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
533,UPT PURWOKERTO,UPT PURWOKERTO,GI 150KV KESUGIHAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
534,UPT PURWOKERTO,UPT PURWOKERTO,GI 150KV KESUGIHAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
535,UPT PURWOKERTO,UPT PURWOKERTO,GI 150KV KESUGIHAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
536,UPT SEMARANG,UPT SEMARANG,GI 150KV UNGARAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
537,UPT SEMARANG,UPT SEMARANG,GI 150KV UNGARAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
538,UPT SEMARANG,UPT SEMARANG,GI 150KV UNGARAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
539,UPT SEMARANG,UPT SEMARANG,GI 150KV UNGARAN,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
540,UPT SEMARANG,UPT SEMARANG,GI 150KV UNGARAN,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
541,UPT SEMARANG,UPT SEMARANG,GI 150KV UNGARAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
542,UPT SEMARANG,UPT SEMARANG,GI 150KV UNGARAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
543,UPT SEMARANG,UPT SEMARANG,GI 150KV UNGARAN,,,CLOSE,TS - Review & Tindaklanjut LA,Close,,,,
544,UPT SEMARANG,UPT SEMARANG,GI 150KV UNGARAN,,,OPEN,TS - Review & Tindaklanjut LA,Open,,,,
545,UPT PURWOKERTO,PURWOKERTO,GI 150KV MRICA,,3/12/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
546,UPT PURWOKERTO,PURWOKERTO,GI 150KV PURBALINGGA,,3/11/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
547,UPT PURWOKERTO,PURWOKERTO,GI 150KV RAWALO,,3/16/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
548,UPT PURWOKERTO,PURWOKERTO,GI 150KV WONOSOBO,,3/11/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
549,UPT PURWOKERTO,PURWOKERTO,GITET 500KV PEMALANG,,3/11/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
550,UPT PURWOKERTO,PURWOKERTO,GITET 500KV KESUGIHAN,,3/11/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
551,UPT PURWOKERTO,PURWOKERTO,GISTET 500KV ADIPALA,,3/9/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
552,UPT SALATIGA,SALATIGA,GITET 500KV PEDAN,,3/4/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
553,UPT SALATIGA,SALATIGA,GITET 500KV BOYOLALI,,3/4/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
554,UPT SEMARANG,SEMARANG,GI 150KV SAYUNG,,3/16/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
555,UPT SEMARANG,SEMARANG,GI 150KV TANJUNG JATI,,3/16/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
556,UPT SEMARANG,SEMARANG,GI 150KV KUDUS,,3/16/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
557,UPT SEMARANG,SEMARANG,GI 150KV JEKULO,,3/16/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
558,UPT SEMARANG,SEMARANG,GI 150KV TANJUNG JATI,,,Open,MCL - Upskilling Operator simulasi BUKU MERAH,Open,,,,
559,UPT SEMARANG,SEMARANG,GI 150KV PATI,,3/13/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
560,UPT SEMARANG,SEMARANG,GI 150KV REMBANG,,3/13/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
561,UPT SEMARANG,SEMARANG,GIS 150kV TAMBAKLOROK III,,3/12/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
562,UPT SEMARANG,SEMARANG,GITET 500KV UNGARAN,,3/12/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
563,UPT BANDUNG,BANDUNG,GI 70KV CIKALONG,,,Open,MCL - Upskilling Operator simulasi BUKU MERAH,Open,,,,
564,UPT BANDUNG,BANDUNG,GI 70KV LAMAJAN,,,Open,MCL - Upskilling Operator simulasi BUKU MERAH,Open,,,,
565,UPT BANDUNG,BANDUNG,GI 70KV SANTOSA,,6/10/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
566,UPT BANDUNG,BANDUNG,GI 70KV WAYANG WINDU,,,Open,MCL - Upskilling Operator simulasi BUKU MERAH,Open,,,,
567,UPT BANDUNG,BANDUNG,GI 150KV WAYANG WINDU,,,Open,MCL - Upskilling Operator simulasi BUKU MERAH,Open,,,,
568,UPT BANDUNG,BANDUNG,GISTET 500KV SAGULING,,3/12/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
569,UPT BANDUNG,BANDUNG,GITET 500KV BANDUNG SELATAN,,4/1/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
570,UPT BANDUNG,BANDUNG,GITET 500KV NEW UJUNGBERUNG,,6/18/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
571,UPT BEKASI,BEKASI,GITET 500KV MUARATAWAR,,6/15/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
572,UPT BEKASI,BEKASI,GISTET 500KV NEW TAMBUN,,,Open,MCL - Upskilling Operator simulasi BUKU MERAH,Open,,,,
573,UPT BOGOR,BOGOR,GITET 500KV CIBINONG,,5/7/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
574,UPT CIREBON,CIREBON,GITET 500KV MANDIRANCAN,,,Open,MCL - Upskilling Operator simulasi BUKU MERAH,Open,,,,
575,UPT CIREBON,CIREBON,GITET 500KV INDRAMAYU,,,Open,MCL - Upskilling Operator simulasi BUKU MERAH,Open,,,,
576,UPT CIREBON,CIREBON,GITET 500KV TASIKMALAYA,,,Open,MCL - Upskilling Operator simulasi BUKU MERAH,Open,,,,
577,UPT KARAWANG,KARAWANG,GITET 500KV CIRATA,,4/16/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
578,UPT KARAWANG,KARAWANG,GISTET 500KV SUKATANI,,4/22/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
579,UPT KARAWANG,KARAWANG,GITET 500KV DELTAMAS,,5/22/2026,Close,MCL - Upskilling Operator simulasi BUKU MERAH,Close,,,,
