NO,UPT,X,GARDU INDUK,JADWAL RENCANA,REALISASI,STATUS,JENIS ANOMALI,Status FIX,,,,
185,UPT KARAWANG,KARAWANG,GITET 500KV CIRATA,3/31/2026,3/31/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
186,UPT KARAWANG,KARAWANG,GITET 500KV CIRATA,3/31/2026,3/31/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
187,UPT KARAWANG,KARAWANG,GITET 500KV CIRATA,3/31/2026,3/31/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
188,UPT KARAWANG,KARAWANG,GI 150KV CIRATA BARU,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
189,UPT KARAWANG,KARAWANG,GI 150KV CIRATA BARU,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
190,UPT KARAWANG,KARAWANG,GI 150KV CIRATA BARU,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
191,UPT KARAWANG,KARAWANG,GI 150KV PURWAKARTA,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
192,UPT KARAWANG,KARAWANG,GI 150KV PURWAKARTA,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
193,UPT KARAWANG,KARAWANG,GI 150KV CIKUMPAY,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
194,UPT KARAWANG,KARAWANG,GISTET 500KV SUKATANI,4/30/2026,4/30/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
195,UPT KARAWANG,KARAWANG,GISTET 500KV SUKATANI,4/30/2026,4/30/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
196,UPT PURWOKERTO,PURWOKERTO,GI 150KV BATANG,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
197,UPT PURWOKERTO,PURWOKERTO,GI 150KV BATANG,,,Poor,TS - AHI pada aset kritikal kategori Good,Open,,,,
198,UPT PURWOKERTO,PURWOKERTO,GI 150KV BATANG,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
199,UPT PURWOKERTO,PURWOKERTO,GI 150KV BATANG,,,Critical,TS - AHI pada aset kritikal kategori Good,Open,,,,
200,UPT PURWOKERTO,PURWOKERTO,GI 150KV BATANG NEW,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
201,UPT PURWOKERTO,PURWOKERTO,GI 150KV BATANG NEW,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
202,UPT PURWOKERTO,PURWOKERTO,GI 150KV BATANG NEW,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
203,UPT PURWOKERTO,PURWOKERTO,GI 150KV BATANG NEW,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
204,UPT PURWOKERTO,PURWOKERTO,GI 150KV BREBES,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
205,UPT PURWOKERTO,PURWOKERTO,GI 150KV BREBES,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
206,UPT PURWOKERTO,PURWOKERTO,GI 150KV KALIBAKAL,,,Critical,TS - AHI pada aset kritikal kategori Good,Open,,,,
207,UPT PURWOKERTO,PURWOKERTO,GI 150KV KALIBAKAL,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
208,UPT PURWOKERTO,PURWOKERTO,GI 150KV KEBASEN,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
209,UPT PURWOKERTO,PURWOKERTO,GI 150KV KEBASEN,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
210,UPT PURWOKERTO,PURWOKERTO,GI 150KV KESUGIHAN,,,Critical,TS - AHI pada aset kritikal kategori Good,Open,,,,
211,UPT PURWOKERTO,PURWOKERTO,GI 150KV KESUGIHAN,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
212,UPT PURWOKERTO,PURWOKERTO,GI 150KV PEKALONGAN,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
213,UPT PURWOKERTO,PURWOKERTO,GI 150KV PEKALONGAN,,,Critical,TS - AHI pada aset kritikal kategori Good,Open,,,,
214,UPT PURWOKERTO,PURWOKERTO,GI 150KV RAWALO,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
215,UPT PURWOKERTO,PURWOKERTO,GISTET 500KV ADIPALA,,,Very Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
216,UPT PURWOKERTO,PURWOKERTO,GISTET 500KV ADIPALA,,,Very Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
217,UPT PURWOKERTO,PURWOKERTO,GISTET 500KV ADIPALA,,,Very Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
218,UPT PURWOKERTO,PURWOKERTO,GISTET 500KV ADIPALA,,,Very Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
219,UPT PURWOKERTO,PURWOKERTO,GITET 500KV KESUGIHAN,1/31/2026,1/31/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
220,UPT PURWOKERTO,PURWOKERTO,GITET 500KV KESUGIHAN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
221,UPT PURWOKERTO,PURWOKERTO,GITET 500KV KESUGIHAN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
222,UPT PURWOKERTO,PURWOKERTO,GITET 500KV KESUGIHAN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
223,UPT PURWOKERTO,PURWOKERTO,GITET 500KV PEMALANG,1/31/2026,1/31/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
224,UPT PURWOKERTO,PURWOKERTO,GITET 500KV PEMALANG,5/30/2026,5/30/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
225,UPT PURWOKERTO,PURWOKERTO,GITET 500KV PEMALANG,1/31/2026,1/31/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
226,UPT PURWOKERTO,PURWOKERTO,GITET 500KV PEMALANG,1/31/2026,1/31/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
227,UPT SALATIGA,SALATIGA,GI 150KV BANTUL,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
228,UPT SALATIGA,SALATIGA,GI 150KV BANTUL,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
229,UPT SALATIGA,SALATIGA,GI 150KV BANTUL,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
230,UPT SALATIGA,SALATIGA,GI 150KV BANTUL,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
231,UPT SALATIGA,SALATIGA,GI 150KV BAWEN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
232,UPT SALATIGA,SALATIGA,GI 150KV BAWEN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
233,UPT SALATIGA,SALATIGA,GI 150KV BOYOLALI,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
234,UPT SALATIGA,SALATIGA,GI 150KV BOYOLALI,2/23/2026,2/23/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
235,UPT SALATIGA,SALATIGA,GI 150KV GODEAN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
236,UPT SALATIGA,SALATIGA,GI 150KV GODEAN,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
237,UPT SALATIGA,SALATIGA,GI 150KV GODEAN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
238,UPT SALATIGA,SALATIGA,GI 150KV GODEAN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
239,UPT SALATIGA,SALATIGA,GI 150KV GONDANGREJO,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
240,UPT SALATIGA,SALATIGA,GI 150KV GONDANGREJO,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
241,UPT SALATIGA,SALATIGA,GI 150KV GONDANGREJO,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
242,UPT SALATIGA,SALATIGA,GI 150KV GONDANGREJO,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
243,UPT SALATIGA,SALATIGA,GI 150KV JAJAR,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
244,UPT SALATIGA,SALATIGA,GI 150KV JAJAR,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
245,UPT SALATIGA,SALATIGA,GI 150KV JAJAR,2/23/2026,2/23/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
246,UPT SALATIGA,SALATIGA,GI 150KV JAJAR,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
247,UPT SALATIGA,SALATIGA,GI 150KV KENTUNGAN,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
248,UPT SALATIGA,SALATIGA,GI 150KV KENTUNGAN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
249,UPT SALATIGA,SALATIGA,GI 150KV KENTUNGAN,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
250,UPT SALATIGA,SALATIGA,GI 150KV KENTUNGAN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
251,UPT SALATIGA,SALATIGA,GI 150KV KLATEN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
252,UPT SALATIGA,SALATIGA,GI 150KV KLATEN,,,Poor,TS - AHI pada aset kritikal kategori Good,Open,,,,
253,UPT SALATIGA,SALATIGA,GI 150KV KLATEN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
254,UPT SALATIGA,SALATIGA,GI 150KV KLATEN,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
255,UPT SALATIGA,SALATIGA,GI 150KV MASARAN,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
256,UPT SALATIGA,SALATIGA,GI 150KV MASARAN,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
257,UPT SALATIGA,SALATIGA,GI 150KV MOJOSONGO,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
258,UPT SALATIGA,SALATIGA,GI 150KV MOJOSONGO,1/31/2026,1/31/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
259,UPT SALATIGA,SALATIGA,GI 150KV PALUR,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
260,UPT SALATIGA,SALATIGA,GI 150KV PALUR,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
261,UPT SALATIGA,SALATIGA,GI 150KV PALUR,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
262,UPT SALATIGA,SALATIGA,GI 150KV PALUR,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
263,UPT SALATIGA,SALATIGA,GI 150KV PALUR,2/28/2026,2/28/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
264,UPT SALATIGA,SALATIGA,GI 150KV PALUR,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
265,UPT SALATIGA,SALATIGA,GI 150KV PEDAN,,,Poor,TS - AHI pada aset kritikal kategori Good,Open,,,,
266,UPT SALATIGA,SALATIGA,GI 150KV PEDAN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
267,UPT SALATIGA,SALATIGA,GI 150KV PEDAN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
268,UPT SALATIGA,SALATIGA,GI 150KV PEDAN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
269,UPT SALATIGA,SALATIGA,GI 150KV PEDAN,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
270,UPT SALATIGA,SALATIGA,GI 150KV PEDAN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
271,UPT SALATIGA,SALATIGA,GI 150KV PEDAN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
272,UPT SALATIGA,SALATIGA,GI 150KV PEDAN,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
273,UPT SALATIGA,SALATIGA,GI 150KV PEDAN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
274,UPT SALATIGA,SALATIGA,GI 150KV PEDAN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
275,UPT SALATIGA,SALATIGA,GI 150KV SANGGRAHAN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
276,UPT SALATIGA,SALATIGA,GI 150KV SECANG,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
277,UPT SALATIGA,SALATIGA,GI 150KV SOLOBARU,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
278,UPT SALATIGA,SALATIGA,GI 150KV SOLOBARU,,,Critical,TS - AHI pada aset kritikal kategori Good,Open,,,,
279,UPT SALATIGA,SALATIGA,GI 150KV SOLOBARU,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
280,UPT SALATIGA,SALATIGA,GI 150KV SOLOBARU,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
281,UPT SALATIGA,SALATIGA,GI 150KV WONOSARI,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
282,UPT SALATIGA,SALATIGA,GI 150KV WONOSARI,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
283,UPT SALATIGA,SALATIGA,GI 150KV WONOSARI,,,Critical,TS - AHI pada aset kritikal kategori Good,Open,,,,
284,UPT SALATIGA,SALATIGA,GI 150KV WONOSARI,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
285,UPT SALATIGA,SALATIGA,GITET 500KV BOYOLALI,2/28/2026,2/28/2026,Very Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
286,UPT SALATIGA,SALATIGA,GITET 500KV BOYOLALI,2/28/2026,2/28/2026,Very Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
287,UPT SALATIGA,SALATIGA,GITET 500KV BOYOLALI,2/28/2026,2/28/2026,Very Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
288,UPT SALATIGA,SALATIGA,GITET 500KV BOYOLALI,2/28/2026,2/28/2026,Very Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
289,UPT SALATIGA,SALATIGA,GITET 500KV PEDAN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
290,UPT SALATIGA,SALATIGA,GITET 500KV PEDAN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
291,UPT SALATIGA,SALATIGA,GITET 500KV PEDAN,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
292,UPT SALATIGA,SALATIGA,GITET 500KV PEDAN,3/31/2026,3/31/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
293,UPT SALATIGA,SALATIGA,GITET 500KV PEDAN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
294,UPT SEMARANG,SEMARANG,GI 150KV BLORA,,,Poor,TS - AHI pada aset kritikal kategori Good,Open,,,,
295,UPT SEMARANG,SEMARANG,GI 150KV BLORA,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
296,UPT SEMARANG,SEMARANG,GI 150KV CEPU,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
297,UPT SEMARANG,SEMARANG,GI 150KV CEPU,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
298,UPT SEMARANG,SEMARANG,GI 150KV JEKULO,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
299,UPT SEMARANG,SEMARANG,GI 150KV JEKULO,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
300,UPT SEMARANG,SEMARANG,GI 150KV JEKULO,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
301,UPT SEMARANG,SEMARANG,GI 150KV JEKULO,3/31/2026,3/31/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
302,UPT SEMARANG,SEMARANG,GI 150KV KUDUS,,,Poor,TS - AHI pada aset kritikal kategori Good,Open,,,,
303,UPT SEMARANG,SEMARANG,GI 150KV KUDUS,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
304,UPT SEMARANG,SEMARANG,GI 150KV PATI,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
305,UPT SEMARANG,SEMARANG,GI 150KV PATI,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
306,UPT SEMARANG,SEMARANG,GI 150KV PATI,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
307,UPT SEMARANG,SEMARANG,GI 150KV PATI,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
308,UPT SEMARANG,SEMARANG,GI 150KV PLTU REMBANG (SLUKE),3/31/2026,3/31/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
309,UPT SEMARANG,SEMARANG,GI 150KV PLTU REMBANG (SLUKE),3/31/2026,3/31/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
310,UPT SEMARANG,SEMARANG,GI 150KV REMBANG,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
311,UPT SEMARANG,SEMARANG,GI 150KV REMBANG,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
312,UPT SEMARANG,SEMARANG,GI 150KV SEMEN INDONESIA,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
313,UPT SEMARANG,SEMARANG,GI 150KV SEMEN INDONESIA,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
314,UPT SEMARANG,SEMARANG,GI 150KV UNGARAN,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
315,UPT SEMARANG,SEMARANG,GI 150KV UNGARAN,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
316,UPT SEMARANG,SEMARANG,GI 150KV UNGARAN,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
317,UPT SEMARANG,SEMARANG,GI 150KV UNGARAN,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
318,UPT SEMARANG,SEMARANG,GI 150KV UNGARAN,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
319,UPT SEMARANG,SEMARANG,GIS 150KV PUDAKPAYUNG,3/31/2026,3/31/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
320,UPT SEMARANG,SEMARANG,GIS 150KV PUDAKPAYUNG,,,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
321,UPT SEMARANG,SEMARANG,GITET 500KV UNGARAN,4/30/2026,4/30/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
322,UPT SEMARANG,SEMARANG,GITET 500KV UNGARAN,4/30/2026,4/30/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
323,UPT SEMARANG,SEMARANG,GITET 500KV UNGARAN,4/30/2026,4/30/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
324,UPT SEMARANG,SEMARANG,GITET 500KV UNGARAN,4/30/2026,4/30/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
325,UPT SEMARANG,SEMARANG,GITET 500KV UNGARAN,,,Fair,TS - AHI pada aset kritikal kategori Good,Open,,,,
326,UPT SEMARANG,SEMARANG,GITET 500KV UNGARAN,4/30/2026,4/30/2026,Good,TS - AHI pada aset kritikal kategori Good,Close,,,,
327,UPT BANDUNG,UPT BANDUNG,GI 150KV BANDUNG SELATAN,3/3/2026,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
328,UPT BANDUNG,UPT BANDUNG,GI 150KV BANDUNG UTARA,1/31/2026,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
329,UPT BANDUNG,UPT BANDUNG,GI 150KV CIANJUR,1/31/2026,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
330,UPT BANDUNG,UPT BANDUNG,GI 150KV CIGERELENG,2/28/2026,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
331,UPT BANDUNG,UPT BANDUNG,GI 150KV NEW RANCAKASUMBA,2/28/2026,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
332,UPT BANDUNG,UPT BANDUNG,GI 150KV PADALARANG BARU,2/28/2026,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
333,UPT BANDUNG,UPT BANDUNG,GI 150KV RAJAMANDALA,2/28/2026,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
334,UPT BANDUNG,UPT BANDUNG,GI 150KV SUKALUYU,2/28/2026,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
335,UPT BANDUNG,UPT BANDUNG,GI 150KV UJUNGBERUNG,2/28/2026,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
336,UPT BANDUNG,UPT BANDUNG,GI 150KV WAYANG WINDU,2/28/2026,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
337,UPT BANDUNG,UPT BANDUNG,GIS 150kV DAYEUHKOLOT,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
338,UPT BANDUNG,UPT BANDUNG,GIS 150KV KIARACONDONG,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
339,UPT BANDUNG,UPT BANDUNG,GITET 500KV BANDUNG SELATAN,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
340,UPT BANDUNG,UPT BANDUNG,GITET 500KV NEW UJUNGBERUNG,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
341,UPT BEKASI,UPT BEKASI,GI 150KV CIBATU,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
342,UPT BEKASI,UPT BEKASI,GI 150KV HANKOOK,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
343,UPT BEKASI,UPT BEKASI,GI 150KV JABABEKA,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
344,UPT BEKASI,UPT BEKASI,GI 150KV MARGAKARYA,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
345,UPT BEKASI,UPT BEKASI,GI 150KV MEKARSARI,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
346,UPT BEKASI,UPT BEKASI,GI 150KV PINAYUNGAN,,3/3/2026,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
347,UPT BEKASI,UPT BEKASI,GI 150KV PONCOL BARU,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
348,UPT BEKASI,UPT BEKASI,GI 150KV SUKAMAHI,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
349,UPT BEKASI,UPT BEKASI,GI 150KV TAMBUN,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
350,UPT BEKASI,UPT BEKASI,GIS 150KV NEW TAMBUN,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
351,UPT BEKASI,UPT BEKASI,GISTET 500KV NEW TAMBUN,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
352,UPT BEKASI,UPT BEKASI,GITET 500KV CIBATU,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
353,UPT BEKASI,UPT BEKASI,GITET 500KV MUARATAWAR,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
354,UPT BOGOR,UPT BOGOR,GI 150KV BOGOR BARU,2/28/2026,2/28/2026,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
355,UPT BOGOR,UPT BOGOR,GI 150KV SENTUL,,2/28/2026,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
356,UPT BOGOR,UPT BOGOR,GITET 500KV CIBINONG,,2/28/2026,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
357,UPT CIREBON,UPT CIREBON,GI 150KV CIAMIS,,6/30/2026,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
358,UPT CIREBON,UPT CIREBON,GI 150KV PLTU INDRAMAYU,,6/30/2026,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
359,UPT CIREBON,UPT CIREBON,GI 150KV TASIKMALAYA,,6/30/2026,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
360,UPT CIREBON,UPT CIREBON,GI 150KV TASIKMALAYA BARU,,7/30/2026,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
361,UPT CIREBON,UPT CIREBON,GITET 500KV MANDIRANCAN,,7/30/2026,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
362,UPT CIREBON,UPT CIREBON,GITET 500KV TASIKMALAYA,,7/30/2026,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
363,UPT KARAWANG,UPT KARAWANG,GI 150KV CIKUMPAY,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
364,UPT KARAWANG,UPT KARAWANG,GI 150kV CIRATA BARU,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
365,UPT KARAWANG,UPT KARAWANG,GI 150KV PARUNGMULYA,,12/31/2026,5-Critical,TS - Sistem Pentanahan/Grounding,Open,,,,
366,UPT KARAWANG,UPT KARAWANG,GI 150KV PERURI,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
367,UPT KARAWANG,UPT KARAWANG,GI 150kV PURWAKARTA,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
368,UPT KARAWANG,UPT KARAWANG,GI 150KV SUKAMANDI,,12/31/2026,5-Critical,TS - Sistem Pentanahan/Grounding,Open,,,,
369,UPT KARAWANG,UPT KARAWANG,GITET 500KV CIRATA,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
370,UPT KARAWANG,UPT KARAWANG,GITET 500KV DELTAMAS,,,2-Good,TS - Sistem Pentanahan/Grounding,Open,,,,
371,UPT SEMARANG,UPT SEMARANG,GI 150KV TANJUNG JATI,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
372,UPT PURWOKERTO,UPT PURWOKERTO,GITET 500KV CILACAP,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
373,UPT PURWOKERTO,UPT PURWOKERTO,GI 150KV PLTU CILACAP,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
374,UPT PURWOKERTO,UPT PURWOKERTO,GI 150KV BATANG,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
375,UPT PURWOKERTO,UPT PURWOKERTO,GI 150KV BATANG NEW,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
376,UPT PURWOKERTO,UPT PURWOKERTO,GI 150KV BREBES,1/31/2026,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
377,UPT PURWOKERTO,UPT PURWOKERTO,GI 150KV KALIBAKAL,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
378,UPT PURWOKERTO,UPT PURWOKERTO,GI 150KV KEBASEN,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
379,UPT PURWOKERTO,UPT PURWOKERTO,GI 150KV PEKALONGAN,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
380,UPT PURWOKERTO,UPT PURWOKERTO,GI 150KV RAWALO,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
381,UPT PURWOKERTO,UPT PURWOKERTO,GISTET 500KV ADIPALA,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
382,UPT PURWOKERTO,UPT PURWOKERTO,GITET 500KV KESUGIHAN,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
383,UPT PURWOKERTO,UPT PURWOKERTO,GITET 500KV PEMALANG,,,1-Very Good,TS - Sistem Pentanahan/Grounding,Close,,,,
