TECHIDENTNO,MTU,ULTG,UPT,GARDU INDUK,BAY,FASA,TEG,MERK,TIPE,TAHUN BUAT,"USIA
(TAHUN)",JUNE,MAY,APRIL,Parameter Pemicu (evaluasi),RENCANA TINDAK LANJUT POWER INSPECT,Target Penyelesain,AHI SETELAH EVALUASI,PENEMPATAN,HARTRANS,KOORDINAT,KATEGORI USIA,AHI TERBARU
13351528328300000036,CT,PURWOKERTO,UPT PURWOKERTO,GI 150KV MAJENANG,TRF#2 150/20kV (INC),S,20,ESITAS,ATB 20-3B,2012,14,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.310648,108.786659",Normal,2 - Good
13351528328300000037,CT,PURWOKERTO,UPT PURWOKERTO,GI 150KV MAJENANG,TRF#2 150/20kV (INC),T,20,ESITAS,ATB 20-3B,2012,14,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.310648,108.786659",Normal,2 - Good
13351528328300000038,CT,PURWOKERTO,UPT PURWOKERTO,GI 150KV MAJENANG,TRF#3 150/20kV,N,150,ESITAS,KATHY-150,2014,12,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.310648,108.786659",Normal,4 - Poor
13351528328300000039,CT,PURWOKERTO,UPT PURWOKERTO,GI 150KV MAJENANG,TRF#3 150/20kV (INC),N,20,ESITAS,KATHY-150,2014,12,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.310648,108.786659",Normal,4 - Poor
13351528328300000040,CT,PURWOKERTO,UPT PURWOKERTO,GI 150KV MAJENANG,TRF#3 150/20kV (INC),N,20,TRAFINDO,BCT-2BF,2014,12,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.310648,108.786659",Normal,4 - Poor
13351528328300000041,CT,PURWOKERTO,UPT PURWOKERTO,GI 150KV MAJENANG,TRF#3 150/20kV,N,150,TRAFINDO,KATHY-150,2014,12,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.310648,108.786659",Normal,4 - Poor
13351528328300000056,CT,PURWOKERTO,UPT PURWOKERTO,GI 150KV MAJENANG,TRF#1 150/22KV,R,150,TRENCH,IOSK 170,2017,9,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.310648,108.786659",Normal,4 - Poor
13351528328300000057,CT,PURWOKERTO,UPT PURWOKERTO,GI 150KV MAJENANG,TRF#1 150/22KV,S,150,TRENCH,IOSK 170,2017,9,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.310648,108.786659",Normal,4 - Poor
13351528328300000058,CT,PURWOKERTO,UPT PURWOKERTO,GI 150KV MAJENANG,TRF#1 150/22KV,T,150,TRENCH,IOSK 170,2017,9,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.310648,108.786659",Normal,4 - Poor
13351528328300000303,CT,PURWOKERTO,UPT PURWOKERTO,GI 150KV MAJENANG,PHT 150kV STAR#1,R,150,ABB,LB7-170,2020,6,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.310648,108.786659",Normal,4 - Poor
13351528328300000304,CT,PURWOKERTO,UPT PURWOKERTO,GI 150KV MAJENANG,PHT 150kV STAR#1,S,150,ABB,LB7-170,2020,6,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.310648,108.786659",Normal,4 - Poor
13351528328300000305,CT,PURWOKERTO,UPT PURWOKERTO,GI 150KV MAJENANG,PHT 150kV STAR#1,T,150,ABB,LB7-170,2020,6,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.310648,108.786659",Normal,4 - Poor
13351528328300000308,CT,PURWOKERTO,UPT PURWOKERTO,GI 150KV MAJENANG,PHT 150kV STAR#2,R,150,ABB,LB7-170,2022,4,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.310648,108.786659",Normal,2 - Good
13351528328300000309,CT,PURWOKERTO,UPT PURWOKERTO,GI 150KV MAJENANG,PHT 150kV STAR#2,S,150,ABB,LB7-170,2022,4,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.310648,108.786659",Normal,2 - Good
13351528328300000310,CT,PURWOKERTO,UPT PURWOKERTO,GI 150KV MAJENANG,PHT 150kV STAR#2,T,150,ABB,LB7-170,2022,4,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.310648,108.786659",Normal,2 - Good
13316128628600000001,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,PHT 150kV PLTA MRICA#3,T,150,TRENCH,IOSK 170,2002,24,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Tua,4 - Poor
13316128628600000002,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,PHT 150kV PLTA MRICA#3,S,150,ABB,IMBD 170 A4,1991,35,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,2 - Good
13316128628600000003,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5A3 DIAMETER#3 150kV,R,150,ASEA,IMBD 170 A4,1986,40,2 - Good,2 - Good,4 - Poor,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,2 - Good
13316128628600000004,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5B2 DIAMETER#2 150kV,T,150,ASEA,IMBD 170 A4,1986,40,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,4 - Poor
13316128628600000005,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5AB2 DIAMETER#2 150kV,T,150,ASEA,IMBD 170 A4,1986,40,2 - Good,2 - Good,4 - Poor,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,2 - Good
13316128628600000006,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5AB3 DIAMETER#3 150kV,T,150,ASEA,IMBD 170 A4,1986,40,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,2 - Good
13316128628600000009,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5B1 DIAMETER#1 150kV,T,150,ASEA,IMBD 170 A4,1986,40,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,4 - Poor
13316128628600000010,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5AB1 DIAMETER#1 150kV,S,150,ASEA,IMBD 170 A4,1986,40,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,4 - Poor
13316128628600000011,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5AB1 DIAMETER#1 150kV,R,150,ASEA,IMBD 170 A4,1986,40,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,4 - Poor
13316128628600000013,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5AB2 DIAMETER#2 150kV,R,150,ASEA,IMBD 170 A4,1986,40,2 - Good,2 - Good,4 - Poor,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,2 - Good
13316128628600000014,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5AB3 DIAMETER#3 150kV,R,150,ASEA,IMBD 170 A4,1986,40,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,2 - Good
13316128628600000015,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5AB4 DIAMETER#4 150kV,S,150,ASEA,IMBD 170 A4,1986,40,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,4 - Poor
13316128628600000016,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5AB4 DIAMETER#4 150kV,R,150,ASEA,IMBD 170 A4,1986,40,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,4 - Poor
13316128628600000023,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,PHT 150kV PLTA MRICA#1,T,150,ABB,IMBD 170 A4,1986,40,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,2 - Good
13316128628600000024,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,PHT 150kV PLTA MRICA#3,R,150,ABB,IMBD 170 A4,1992,34,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,2 - Good
13316128628600000025,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5A3 DIAMETER#3 150kV,S,150,ASEA,IMBD 170 A4,1986,40,2 - Good,2 - Good,4 - Poor,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,2 - Good
13316128628600000026,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5B4 DIAMETER#4 150kV,S,150,ASEA,IMBD 170 A4,1986,40,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,4 - Poor
13316128628600000029,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5A5 DIAMETER#5 150kV,R,150,EMEK,AT4-170,2003,23,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Tua,4 - Poor
13316128628600000032,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5B1 DIAMETER#1 150kV,S,150,ASEA,IMBD 170 A4,1986,40,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,4 - Poor
13316128628600000033,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5AB3 DIAMETER#3 150kV,S,150,ASEA,IMBD 170 A4,1986,40,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,2 - Good
13316128628600000034,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5A1 DIAMETER#1 150kV,R,150,ASEA,IMBD 170 A4,1986,40,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,2 - Good
13316128628600000035,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,PHT 150kV PLTA MRICA#1,S,150,ABB,IMBD 170 A4,1986,40,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,2 - Good
13316128628600000036,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5A1 DIAMETER#1 150kV,T,150,ASEA,IMBD 170 A4,1986,40,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,2 - Good
13316128628600000037,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,PHT 150kV PLTA MRICA#1,R,150,ABB,IMBD 170 A4,1986,40,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,2 - Good
13316128628600000038,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5A1 DIAMETER#1 150kV,S,150,ASEA,IMBD 170 A4,1986,40,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,2 - Good
13316128628600000041,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5A2 DIAMETER#2 150kV,S,150,ASEA,IMBD 170 A4,1986,40,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,2 - Good
13316128628600000042,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5A3 DIAMETER#3 150kV,T,150,ASEA,IMBD 170 A4,1986,40,2 - Good,2 - Good,4 - Poor,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,2 - Good
13316128628600000047,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5A4 DIAMETER#4 150kV,T,150,ASEA,IMBD 170 A4,1986,40,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,4 - Poor
13316128628600000049,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5A4 DIAMETER#4 150kV,R,150,ASEA,IMBD 170 A4,1986,40,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,4 - Poor
13316128628600000050,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5A4 DIAMETER#4 150kV,S,150,ASEA,IMBD 170 A4,1986,40,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,4 - Poor
13316128628600000051,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5B3 DIAMETER#3 150kV,T,150,ASEA,IMBE 170 A4,1986,40,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,2 - Good
13316128628600000052,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5B4 DIAMETER#4 150kV,R,150,ASEA,IMBD 170 A4,1986,40,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,4 - Poor
13316128628600000053,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5A5 DIAMETER#5 150kV,T,150,EMEK,AT4-170,2003,23,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Tua,4 - Poor
13316128628600000056,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5B2 DIAMETER#2 150kV,R,150,ASEA,IMBD 170 A4,1986,40,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,4 - Poor
13316128628600000057,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5B3 DIAMETER#3 150kV,R,150,ASEA,IMBD 170 A4,1986,40,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,2 - Good
13316128628600000059,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5A5 DIAMETER#5 150kV,S,150,EMEK,AT4-170,2003,23,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Tua,4 - Poor
13316128628600000061,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,TRF#1 150/20kV,R,150,ABB,IMB 170,2014,12,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Normal,2 - Good
13316128628600000062,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,TRF#1 150/20kV,S,150,ABB,IMB 170,2014,12,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Normal,2 - Good
13316128628600000063,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,TRF#1 150/20kV,T,150,ABB,IMB 170,2014,12,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Normal,2 - Good
13316128628600000064,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,TRF#1 150/20kV (INC),R,20,TRAFINDO,CTB-24-2,2014,12,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Normal,2 - Good
13316128628600000065,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,TRF#1 150/20kV (INC),S,20,TRAFINDO,CTB-24-2,2014,12,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Normal,2 - Good
13316128628600000066,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,TRF#1 150/20kV (INC),T,20,TRAFINDO,CTB-24-2,2014,12,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Normal,2 - Good
13316128628600000067,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5A2 DIAMETER#2 150kV,T,150,ASEA,IMBD 170 A4,1986,40,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Sangat Tua,2 - Good
13316128628600000068,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,TRF#1 150/20kV,N,150,ITL,PCT21868,2015,11,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Normal,2 - Good
13316128628600000069,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,TRF#1 150/20kV (INC),N,20,ITL,CL PX,2015,11,2 - Good,5 - Critical,2 - Good,CT netral 20 (CT ring),,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Normal,2 - Good
13316128628600000070,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,TRF#2 150/20kV,N,150,SADTEM,KE7-2,2004,22,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Tua,4 - Poor
13316128628600000071,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,TRF#2 150/20kV (INC),N,20,SADTEM,B20,2003,23,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Tua,4 - Poor
13351528628600000014,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5AB2 DIAMETER#2 150kV,S,150,ABB HITACHI,LB7-170,2024,2,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Normal,2 - Good
13351528628600000053,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5B4 DIAMETER#4 150kV,T,150,ABB HITACHI,LB7-170,2024,2,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Normal,2 - Good
13351528628600000055,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5AB5 DIAMETER#5 150kV,R,150,ABB HITACHI,LB7-170,2024,2,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Normal,2 - Good
13351528628600000056,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5AB5 DIAMETER#5 150kV,S,150,ABB HITACHI,LB7-170,2024,2,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Normal,2 - Good
13351528628600000057,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5AB5 DIAMETER#5 150kV,T,150,ABB HITACHI,LB7-170,2024,2,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Normal,2 - Good
13351528628600000059,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5B3 DIAMETER#3 150kV,S,150,ABB HITACHI,LB7-170,2024,2,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Normal,4 - Poor
13351528628600000077,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,TRF#2 150/20kV,R,150,GE,OSKF-170,2017,9,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Normal,4 - Poor
13351528628600000078,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,TRF#2 150/20kV,S,150,GE,OSKF-170,2017,9,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Normal,4 - Poor
13351528628600000079,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,TRF#2 150/20kV,T,150,GE,OSKF-170,2017,9,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Normal,4 - Poor
13351528628600000080,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5B1 DIAMETER#1 150kV,R,150,GE,OSKF-170,2017,9,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Normal,4 - Poor
13351528628600000081,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5AB1 DIAMETER#1 150kV,T,150,GE,OSKF-170,2017,9,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Normal,4 - Poor
13351528628600000194,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,TRF#2 150/20kV (INC),R,20,ABB,1YLR750630056,2020,6,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Normal,4 - Poor
13351528628600000195,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,TRF#2 150/20kV (INC),S,20,ABB,1YLR750630056,2020,6,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Normal,4 - Poor
13351528628600000196,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,TRF#2 150/20kV (INC),T,20,ABB,1YLR750630056,2020,6,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Normal,4 - Poor
13351528628600000201,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5B2 DIAMETER#2 150kV,S,150,GE,OSKF-170,2018,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Normal,2 - Good
13351528628600000202,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5AB4 DIAMETER#4 150kV,T,150,ABB HITACHI,LB7-170,2024,2,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-7.395776,109.60823",Normal,2 - Good
13351528628600000204,CT,WONOSOBO,UPT PURWOKERTO,GI 150KV MRICA,5A2 DIAMETER#2 150kV,R,150,ABB HITACHI,LB7-170,2024,2,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-7.395776,109.60823",Normal,4 - Poor
13316127627600000027,CT,TEGAL,UPT PURWOKERTO,GI 150KV PEKALONGAN,TRF#3 150/20kV (INC),R,20,AEG,AT4-170,2000,26,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-6.904283,109.661965",Sangat Tua,2 - Good
13316127627600000029,CT,TEGAL,UPT PURWOKERTO,GI 150KV PEKALONGAN,TRF#2 150/22kV,N,150,XIAN XD,LB7-170,1995,31,2 - Good,4 - Poor,4 - Poor,,,,2 - Good,,HARTRANS 2,"-6.904283,109.661965",Sangat Tua,2 - Good
13316127627600000032,CT,TEGAL,UPT PURWOKERTO,GI 150KV PEKALONGAN,TRF#3 150/20KV,N,150,SADTEM,KATH,2001,25,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-6.904283,109.661965",Tua,2 - Good
13316127627600000037,CT,TEGAL,UPT PURWOKERTO,GI 150KV PEKALONGAN,KAPASITOR SC 150kV,R,150,TRENCH,IOSK 170,2002,24,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-6.904283,109.661965",Tua,4 - Poor
13316127627600000038,CT,TEGAL,UPT PURWOKERTO,GI 150KV PEKALONGAN,KAPASITOR SC 150kV,T,150,TRENCH,IOSK 170,2002,24,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-6.904283,109.661965",Tua,4 - Poor
13316127627600000039,CT,TEGAL,UPT PURWOKERTO,GI 150KV PEKALONGAN,KAPASITOR SC 150kV,S,150,TRENCH,IOSK 170,2002,24,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-6.904283,109.661965",Tua,4 - Poor
13316127627600000040,CT,TEGAL,UPT PURWOKERTO,GI 150KV PEKALONGAN,KAPASITOR SC 150kV,N,150,TRENCH,IOSK 170,2002,24,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-6.904283,109.661965",Tua,4 - Poor
13316127627600000044,CT,TEGAL,UPT PURWOKERTO,GI 150KV PEKALONGAN,TRF#3 150/20kV (INC),N,20,SADTEM,KATH,2001,25,2 - Good,5 - Critical,2 - Good,CT netral 20 (CT ring),,,2 - Good,,HARTRANS 2,"-6.904283,109.661965",Tua,2 - Good
13316127627600000045,CT,TEGAL,UPT PURWOKERTO,GI 150KV PEKALONGAN,TRF#3 150/20kV (INC),T,20,AEG,AT4-170,2000,26,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-6.904283,109.661965",Sangat Tua,2 - Good
13316127627600000046,CT,TEGAL,UPT PURWOKERTO,GI 150KV PEKALONGAN,TRF#3 150/20kV (INC),S,20,AEG,AT4-170,2000,26,2 - Good,2 - Good,2 - Good,,,,2 - Good,,HARTRANS 2,"-6.904283,109.661965",Sangat Tua,2 - Good
13316127627600000050,CT,TEGAL,UPT PURWOKERTO,GI 150KV PEKALONGAN,PHT 150kV BATANG#1,S,150,ALSTOM,OSKF-170,2013,13,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-6.904283,109.661965",Normal,4 - Poor
13316127627600000051,CT,TEGAL,UPT PURWOKERTO,GI 150KV PEKALONGAN,PHT 150kV BATANG#1,T,150,ALSTOM,OSKF-170,2013,13,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-6.904283,109.661965",Normal,4 - Poor
13316127627600000052,CT,TEGAL,UPT PURWOKERTO,GI 150KV PEKALONGAN,PHT 150kV BATANG#1,R,150,ALSTOM,OSKF-170,2013,13,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-6.904283,109.661965",Normal,4 - Poor
13351527627600000052,CT,TEGAL,UPT PURWOKERTO,GI 150KV PEKALONGAN,PHT 150kV BATANG#2,R,150,ALSTOM,OSKF-170,2013,13,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-6.904283,109.661965",Normal,4 - Poor
13351527627600000053,CT,TEGAL,UPT PURWOKERTO,GI 150KV PEKALONGAN,PHT 150kV BATANG#2,S,150,ALSTOM,OSKF-170,2013,13,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-6.904283,109.661965",Normal,4 - Poor
13351527627600000054,CT,TEGAL,UPT PURWOKERTO,GI 150KV PEKALONGAN,PHT 150kV BATANG#2,T,150,ALSTOM,OSKF-170,2013,13,4 - Poor,4 - Poor,4 - Poor,,,,4 - Poor,,HARTRANS 2,"-6.904283,109.661965",Normal,4 - Poor
