TECHIDENTNO,MTU,ULTG,UPT,GARDU INDUK,BAY,FASA,TEG,MERK,TIPE,TAHUN BUAT,"USIA
(TAHUN)",JUNE,MAY,APRIL,Parameter Pemicu (evaluasi),RENCANA TINDAK LANJUT POWER INSPECT,Target Penyelesain,AHI SETELAH EVALUASI,PENEMPATAN,HARTRANS,KOORDINAT,KATEGORI USIA,AHI TERBARU
15351535935900000017,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BATANG NEW,IBT#2 500/150KV (LV),RST,150,COELME,CBD,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-6.936513,109.803811",Normal,2 - Good
15351535935900000018,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BATANG NEW,IBT#2 500/150KV (LV),RST,150,COELME,CBD,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-6.936513,109.803811",Normal,2 - Good
15351535935900000019,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BATANG NEW,TRF#1 150/22kV,RST,150,COELME,CBD,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-6.936513,109.803811",Normal,2 - Good
15351535935900000020,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BATANG NEW,TRF#1 150/22kV,RST,150,COELME,CBD,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-6.936513,109.803811",Normal,2 - Good
15351535935900000021,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BATANG NEW,TRF#2 150/22kV,RST,150,COELME,CBD,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-6.936513,109.803811",Normal,2 - Good
15351535935900000022,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BATANG NEW,TRF#2 150/22kV,RST,150,COELME,CBD,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-6.936513,109.803811",Normal,2 - Good
15351535935900000023,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BATANG NEW,IBT#1 500/150KV (LV),RST,150,COELME,CBD-E,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,LINE,HARTRANS 2,"-6.936513,109.803811",Normal,2 - Good
15351535935900000024,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BATANG NEW,IBT#2 500/150KV (LV),RST,150,COELME,CBD-E,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,LINE,HARTRANS 2,"-6.936513,109.803811",Normal,2 - Good
15316127327300000013,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BREBES,TRF#1 150/20kV,RST,150,MESA GATICA,SGC-170/1600,,32,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-6.8866,109.001381",Sangat Tua,2 - Good
15316127327300000015,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BREBES,TRF#2 150/22KV,RST,150,MESA GATICA,SGC-170/1600,,32,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-6.8866,109.001381",Sangat Tua,2 - Good
15316127327300000016,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BREBES,TRF#2 150/22KV,RST,150,GEC ALSTOM,S2DA,,32,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-6.8866,109.001381",Sangat Tua,2 - Good
15351527327300000019,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BREBES,PHT 150kV KANCI#1,RST,150,ALSTOM,S2DA,,14,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-6.8866,109.001381",Normal,2 - Good
15351527327300000020,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BREBES,PHT 150kV KANCI#1,RST,150,ALSTOM,S2DA,,14,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-6.8866,109.001381",Normal,2 - Good
15351527327300000021,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BREBES,PHT 150kV KANCI#1,RST,150,ALSTOM,S2DAT,,14,2 - Good,2 - Good,2 - Good,,,,2 - Good,LINE,HARTRANS 2,"-6.8866,109.001381",Normal,2 - Good
15351527327300000022,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BREBES,PHT 150kV KANCI#2,RST,150,ALSTOM,S2DA,,14,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-6.8866,109.001381",Normal,2 - Good
15351527327300000023,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BREBES,PHT 150kV KANCI#2,RST,150,ALSTOM,S2DAT,,14,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-6.8866,109.001381",Normal,2 - Good
15351527327300000024,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BREBES,PHT 150kV KANCI#2,RST,150,ALSTOM,S2DA,,14,2 - Good,2 - Good,2 - Good,,,,2 - Good,LINE,HARTRANS 2,"-6.8866,109.001381",Normal,2 - Good
15351527327300000025,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BREBES,PHT 150kV KEBASEN#1,RST,150,ALSTOM,S2DAT,,14,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-6.8866,109.001381",Normal,2 - Good
15351527327300000026,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BREBES,PHT 150kV KEBASEN#1,RST,150,ALSTOM,S2DA,,14,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-6.8866,109.001381",Normal,2 - Good
15351527327300000027,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BREBES,PHT 150kV KEBASEN#1,RST,150,ALSTOM,S2DA,,14,2 - Good,2 - Good,2 - Good,,,,2 - Good,LINE,HARTRANS 2,"-6.8866,109.001381",Normal,2 - Good
15351527327300000028,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BREBES,PHT 150kV KEBASEN#2,RST,150,ALSTOM,S2DA,,14,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-6.8866,109.001381",Normal,2 - Good
15351527327300000029,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BREBES,PHT 150kV KEBASEN#2,RST,150,ALSTOM,S2DA,,14,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-6.8866,109.001381",Normal,2 - Good
15351527327300000030,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BREBES,PHT 150kV KEBASEN#2,RST,150,ALSTOM,S2DA,,14,2 - Good,2 - Good,2 - Good,,,,2 - Good,LINE,HARTRANS 2,"-6.8866,109.001381",Normal,2 - Good
15351527327300000031,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BREBES,TRF#3 150/22kV,RST,150,ABB,SGF 170,,11,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-6.8866,109.001381",Normal,2 - Good
15351527327300000032,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BREBES,TRF#3 150/22kV,RST,150,ABB,SGF 170,,11,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-6.8866,109.001381",Normal,2 - Good
15351527327300000033,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BREBES,KOPEL BUS 150kV,RST,150,ALSTOM,S2DA,,14,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-6.8866,109.001381",Normal,2 - Good
15351527327300000034,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BREBES,KOPEL BUS 150kV,RST,150,ALSTOM,S2DA,,14,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-6.8866,109.001381",Normal,2 - Good
15351527327300000072,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BREBES,TRF#1 150/20kV,RST,150,GE UNINDO,S2DA,,7,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-6.8866,109.001381",Normal,2 - Good
15316128028000000001,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,TRF#2 150/20kV,RST,150,COELME,SDC 2000,,32,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-7.281786,109.025718",Sangat Tua,2 - Good
15316128028000000002,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,TRF#2 150/20kV,RST,150,COELME,SDC 2000,,32,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-7.281786,109.025718",Sangat Tua,2 - Good
15316128028000000003,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,KOPEL BUS 150kV,RST,150,MERLIN GERIN,DR,,38,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-7.281786,109.025718",Sangat Tua,2 - Good
15316128028000000008,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,PHT 150kV KALIBAKAL#1,RST,150,MERLIN GERIN,DR,,38,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-7.281786,109.025718",Sangat Tua,2 - Good
15316128028000000009,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,PHT 150kV KALIBAKAL#1,RST,150,MERLIN GERIN,DR,,38,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-7.281786,109.025718",Sangat Tua,2 - Good
15316128028000000010,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,PHT 150kV KALIBAKAL#1,RST,150,MERLIN GERIN,DR,,38,2 - Good,2 - Good,2 - Good,,,,2 - Good,LINE,HARTRANS 2,"-7.281786,109.025718",Sangat Tua,2 - Good
15316128028000000011,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,PHT 150kV KALIBAKAL#2,RST,150,MERLIN GERIN,DR,,38,3 - Fair,3 - Fair,2 - Good,,,,3 - Fair,LINE,HARTRANS 2,"-7.281786,109.025718",Sangat Tua,3 - Fair
15316128028000000012,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,PHT 150kV KALIBAKAL#2,RST,150,MERLIN GERIN,DR,,38,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-7.281786,109.025718",Sangat Tua,2 - Good
15316128028000000013,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,PHT 150kV KALIBAKAL#2,RST,150,MERLIN GERIN,DR,,38,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-7.281786,109.025718",Sangat Tua,2 - Good
15316128028000000015,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,PHT 150KV BALAPULANG#1,RST,150,MERLIN GERIN,DR,,38,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-7.281786,109.025718",Sangat Tua,2 - Good
15316128028000000016,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,PHT 150KV BALAPULANG#1,RST,150,MERLIN GERIN,DR,,38,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-7.281786,109.025718",Sangat Tua,2 - Good
15316128028000000017,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,PHT 150KV BALAPULANG#2,RST,150,MERLIN GERIN,DR,,38,2 - Good,2 - Good,2 - Good,,,,2 - Good,LINE,HARTRANS 2,"-7.281786,109.025718",Sangat Tua,2 - Good
15316128028000000018,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,PHT 150KV BALAPULANG#2,RST,150,MERLIN GERIN,DR,,38,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-7.281786,109.025718",Sangat Tua,2 - Good
15316128028000000019,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,PHT 150KV BALAPULANG#2,RST,150,MERLIN GERIN,DR,,38,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-7.281786,109.025718",Sangat Tua,2 - Good
15316128028000000020,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,TRF#1 150/20kV,RST,150,MERLIN GERIN,DR,,38,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-7.281786,109.025718",Sangat Tua,2 - Good
15351528028000000017,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,PHT 150KV BALAPULANG#1,RST,150,HITACHI,SDF 170,,2,2 - Good,2 - Good,2 - Good,,,,2 - Good,LINE,HARTRANS 2,"-7.281786,109.025718",Normal,2 - Good
15351528028000000022,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,KAPASITOR SC 150kV,RST,150,ABB,SGF 170 P 100,,14,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-7.281786,109.025718",Normal,2 - Good
15351528028000000023,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,TRF#1 150/20kV,RST,150,ABB,SDF 170,,2,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-7.281786,109.025718",Normal,2 - Good
15351528028000000024,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,KAPASITOR SC 150kV,RST,150,ABB,SGF 170 P 100,,14,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-7.281786,109.025718",Normal,2 - Good
15351528028000000025,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,KAPASITOR SC 150kV,RST,150,ABB,TEC170,,14,2 - Good,2 - Good,2 - Good,,,,2 - Good,GROUND,HARTRANS 2,"-7.281786,109.025718",Normal,2 - Good
15351528828800000001,PMS,TEGAL,UPT PURWOKERTO,GI 150KV BUMIAYU,KOPEL BUS 150kV,RST,150,MERLIN GERIN,DR,,38,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-7.281786,109.025718",Sangat Tua,2 - Good
15351536036000000001,PMS,TEGAL,UPT PURWOKERTO,GI 150KV COMAL,PHT 150kV PEKALONGAN#1,RST,150,ABB,SDF 170,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-6.9213424,109.554373",Normal,2 - Good
15351536036000000004,PMS,TEGAL,UPT PURWOKERTO,GI 150KV COMAL,PHT 150kV PEKALONGAN#1,RST,150,ABB,SDF 170,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-6.9213424,109.554373",Normal,2 - Good
15351536036000000007,PMS,TEGAL,UPT PURWOKERTO,GI 150KV COMAL,PHT 150kV PEKALONGAN#1,RST,150,ABB,SDF 170,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,LINE,HARTRANS 2,"-6.9213424,109.554373",Normal,2 - Good
15351536036000000010,PMS,TEGAL,UPT PURWOKERTO,GI 150KV COMAL,PHT 150kV PEKALONGAN#2,RST,150,ABB,SDF 170,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-6.9213424,109.554373",Normal,2 - Good
15351536036000000013,PMS,TEGAL,UPT PURWOKERTO,GI 150KV COMAL,PHT 150kV PEKALONGAN#2,RST,150,ABB,SDF 170,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-6.9213424,109.554373",Normal,2 - Good
15351536036000000016,PMS,TEGAL,UPT PURWOKERTO,GI 150KV COMAL,PHT 150kV PEKALONGAN#2,RST,150,ABB,SDF 170,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,LINE,HARTRANS 2,"-6.9213424,109.554373",Normal,2 - Good
15351536036000000019,PMS,TEGAL,UPT PURWOKERTO,GI 150KV COMAL,PHT 150kV PEMALANG#1,RST,150,ABB,SDF 170,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-6.9213424,109.554373",Normal,2 - Good
15351536036000000022,PMS,TEGAL,UPT PURWOKERTO,GI 150KV COMAL,PHT 150kV PEMALANG#1,RST,150,ABB,SDF 170,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-6.9213424,109.554373",Normal,2 - Good
15351536036000000025,PMS,TEGAL,UPT PURWOKERTO,GI 150KV COMAL,PHT 150kV PEMALANG#1,RST,150,ABB,SDF 170,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,LINE,HARTRANS 2,"-6.9213424,109.554373",Normal,2 - Good
15351536036000000028,PMS,TEGAL,UPT PURWOKERTO,GI 150KV COMAL,PHT 150kV PEMALANG#2,RST,150,ABB,SDF 170,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-6.9213424,109.554373",Normal,2 - Good
15351536036000000031,PMS,TEGAL,UPT PURWOKERTO,GI 150KV COMAL,PHT 150kV PEMALANG#2,RST,150,ABB,SDF 170,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-6.9213424,109.554373",Normal,2 - Good
15351536036000000034,PMS,TEGAL,UPT PURWOKERTO,GI 150KV COMAL,PHT 150kV PEMALANG#2,RST,150,ABB,SDF 170,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,LINE,HARTRANS 2,"-6.9213424,109.554373",Normal,2 - Good
15351536036000000037,PMS,TEGAL,UPT PURWOKERTO,GI 150KV COMAL,TRF#1 150/22kV,RST,150,ABB,SDF 170,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-6.9213424,109.554373",Normal,2 - Good
15351536036000000040,PMS,TEGAL,UPT PURWOKERTO,GI 150KV COMAL,TRF#1 150/22kV,RST,150,ABB,SDF 170,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-6.9213424,109.554373",Normal,2 - Good
15351536036000000043,PMS,TEGAL,UPT PURWOKERTO,GI 150KV COMAL,KOPEL BUS 150kV,RST,150,ABB,SDF 170,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-6.9213424,109.554373",Normal,2 - Good
15351536036000000046,PMS,TEGAL,UPT PURWOKERTO,GI 150KV COMAL,KOPEL BUS 150kV,RST,150,ABB,SDF 170,,8,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-6.9213424,109.554373",Normal,2 - Good
15316128828800000001,PMS,#N/A,UPT PURWOKERTO,GI 150KV DIENG,KOPEL BUS 150kV,RST,150,MERLIN GERIN,DR,,29,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,#N/A,Sangat Tua,2 - Good
15316128828800000002,PMS,#N/A,UPT PURWOKERTO,GI 150KV DIENG,KOPEL BUS 150kV,RST,150,MERLIN GERIN,DR,,29,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,#N/A,Sangat Tua,2 - Good
15316128828800000003,PMS,#N/A,UPT PURWOKERTO,GI 150KV DIENG,TRF#1 150/20kV,RST,150,COELME,SDC,,29,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,#N/A,Sangat Tua,2 - Good
15316128828800000004,PMS,#N/A,UPT PURWOKERTO,GI 150KV DIENG,TRF#1 150/20kV,RST,150,COELME,SDC,,29,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,#N/A,Sangat Tua,2 - Good
15316128828800000005,PMS,#N/A,UPT PURWOKERTO,GI 150KV DIENG,PHT 150kV PLTP DIENG,RST,150,MERLIN GERIN,DR,,29,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,#N/A,Sangat Tua,2 - Good
15316128828800000006,PMS,#N/A,UPT PURWOKERTO,GI 150KV DIENG,PHT 150kV PLTP DIENG,RST,150,MERLIN GERIN,DR,,29,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,#N/A,Sangat Tua,2 - Good
15316128828800000007,PMS,#N/A,UPT PURWOKERTO,GI 150KV DIENG,PHT 150kV PLTP DIENG,RST,150,MERLIN GERIN,DR,,29,2 - Good,2 - Good,2 - Good,,,,2 - Good,LINE,HARTRANS 2,#N/A,Sangat Tua,2 - Good
15316128828800000008,PMS,#N/A,UPT PURWOKERTO,GI 150KV DIENG,PHT 150kV WONOSOBO,RST,150,MERLIN GERIN,DR,,28,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,#N/A,Sangat Tua,2 - Good
15316128828800000009,PMS,#N/A,UPT PURWOKERTO,GI 150KV DIENG,PHT 150kV WONOSOBO,RST,150,MERLIN GERIN,DR,,29,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,#N/A,Sangat Tua,2 - Good
15316128828800000010,PMS,#N/A,UPT PURWOKERTO,GI 150KV DIENG,PHT 150kV GARUNG,RST,150,MERLIN GERIN,DR,,29,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,#N/A,Sangat Tua,2 - Good
15316128828800000011,PMS,#N/A,UPT PURWOKERTO,GI 150KV DIENG,PHT 150kV GARUNG,RST,150,MERLIN GERIN,DR,,29,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,#N/A,Sangat Tua,2 - Good
15316128828800000012,PMS,#N/A,UPT PURWOKERTO,GI 150KV DIENG,PHT 150kV GARUNG,RST,150,MERLIN GERIN,DR,,29,2 - Good,2 - Good,2 - Good,,,,2 - Good,LINE,HARTRANS 2,#N/A,Sangat Tua,2 - Good
15316128828800000014,PMS,#N/A,UPT PURWOKERTO,GI 150KV DIENG,PHT 150kV WONOSOBO,RST,150,MERLIN GERIN,DR,,28,2 - Good,2 - Good,2 - Good,,,,2 - Good,LINE,HARTRANS 2,#N/A,Sangat Tua,2 - Good
15316128928900000001,PMS,#N/A,UPT PURWOKERTO,GI 150KV GARUNG,PHT 150kV WONOSOBO,RST,150,TAKAOKA ELECTRIC,THR 5,,45,2 - Good,2 - Good,2 - Good,,,,2 - Good,LINE,HARTRANS 2,#N/A,Sangat Tua,2 - Good
15316128928900000002,PMS,#N/A,UPT PURWOKERTO,GI 150KV GARUNG,PHT 150kV DIENG,RST,150,ASEA,NSA 170/1250 B,,40,2 - Good,2 - Good,2 - Good,,,,2 - Good,LINE,HARTRANS 2,#N/A,Sangat Tua,2 - Good
15316128928900000003,PMS,#N/A,UPT PURWOKERTO,GI 150KV GARUNG,PHT 150kV DIENG,RST,150,ASEA,NSA 170/1250 B,,40,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,#N/A,Sangat Tua,2 - Good
15316128928900000004,PMS,#N/A,UPT PURWOKERTO,GI 150KV GARUNG,PHT 150kV WONOSOBO,RST,150,NGK,PHL-E,,39,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,#N/A,Sangat Tua,2 - Good
15316129129100000004,PMS,WONOSOBO,UPT PURWOKERTO,GI 150KV GOMBONG,TRF#3 150/22KV,RST,150,BBC,SEF 170 MC 100,,42,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-7.630075068,109.5094699",Sangat Tua,2 - Good
15316129129100000005,PMS,WONOSOBO,UPT PURWOKERTO,GI 150KV GOMBONG,TRF#3 150/22KV,RST,150,COELME,SDC,,34,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-7.630075068,109.5094699",Sangat Tua,2 - Good
15316129129100000006,PMS,WONOSOBO,UPT PURWOKERTO,GI 150KV GOMBONG,TRF#2 150/22kV,RST,150,BBC,SEF 170 MC 100,,42,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-7.630075068,109.5094699",Sangat Tua,2 - Good
15316129129100000007,PMS,WONOSOBO,UPT PURWOKERTO,GI 150KV GOMBONG,TRF#2 150/22kV,RST,150,MESA GATICA,SGC-170/1600,,33,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-7.630075068,109.5094699",Sangat Tua,2 - Good
15316129129100000009,PMS,WONOSOBO,UPT PURWOKERTO,GI 150KV GOMBONG,PHT 150kV KEBUMEN 1,RST,150,BBC,SEF 170 MC 100,,42,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-7.630075068,109.5094699",Sangat Tua,2 - Good
15316129129100000010,PMS,WONOSOBO,UPT PURWOKERTO,GI 150KV GOMBONG,PHT 150kV KEBUMEN 1,RST,150,ABB,SGF 170 P 100,,22,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-7.630075068,109.5094699",Sangat Tua,2 - Good
15316129129100000017,PMS,WONOSOBO,UPT PURWOKERTO,GI 150KV GOMBONG,PHT 150kV KEBUMEN 2,RST,150,ABB,SGF 170 P 100,,22,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-7.630075068,109.5094699",Sangat Tua,2 - Good
15316129129100000018,PMS,WONOSOBO,UPT PURWOKERTO,GI 150KV GOMBONG,PHT 150kV KEBUMEN 2,RST,150,ABB,SGF 170 P 100,,22,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-7.630075068,109.5094699",Sangat Tua,2 - Good
15351529129100000004,PMS,WONOSOBO,UPT PURWOKERTO,GI 150KV GOMBONG,KOPEL BUS 150kV,RST,150,HITACHI,SDF 170,,2,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-7.630075068,109.5094699",Normal,2 - Good
15351529129100000005,PMS,WONOSOBO,UPT PURWOKERTO,GI 150KV GOMBONG,KOPEL BUS 150kV,RST,150,HITACHI,SDF 170,,2,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-7.630075068,109.5094699",Normal,2 - Good
15351529129100000011,PMS,WONOSOBO,UPT PURWOKERTO,GI 150KV GOMBONG,PHT 150kV KEBUMEN 1,RST,150,HITACHI,SDF 170,,2,2 - Good,2 - Good,2 - Good,,,,2 - Good,LINE,HARTRANS 2,"-7.630075068,109.5094699",Normal,2 - Good
15351529129100000019,PMS,WONOSOBO,UPT PURWOKERTO,GI 150KV GOMBONG,TRF#1 150/20kV,RST,150,ALSTOM,S2DA,,13,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-7.630075068,109.5094699",Normal,2 - Good
15351529129100000020,PMS,WONOSOBO,UPT PURWOKERTO,GI 150KV GOMBONG,TRF#1 150/20kV,RST,150,ALSTOM,S2DA,,13,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-7.630075068,109.5094699",Normal,2 - Good
15351529129100000022,PMS,WONOSOBO,UPT PURWOKERTO,GI 150KV GOMBONG,PHT 150kV KESUGIHAN#1,RST,150,SIEMENS,3DN1170-OFT31-N00,,9,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS A,HARTRANS 2,"-7.630075068,109.5094699",Normal,2 - Good
15351529129100000023,PMS,WONOSOBO,UPT PURWOKERTO,GI 150KV GOMBONG,PHT 150kV KESUGIHAN#1,RST,150,SIEMENS,3DN1170-OFT31-N00,,9,2 - Good,2 - Good,2 - Good,,,,2 - Good,BUS B,HARTRANS 2,"-7.630075068,109.5094699",Normal,2 - Good
